Feedback_ID,Customer_ID,Response_Date,Source_Type,Customer_Service,Banking_Products,Transaction_Process,Digital_Banking,ATM_services,Complaints_and_Resolution,Financial_Advice,Security_and_Privacy,Account_Management,Fees_and_Pricing,NPS
FD_4002,C_0053,24-05-22,Online,5,4,2,5,3,2,5,3,1,4,3
FD_4003,C_1315,25-05-22,Telephonic,1,4,1,1,2,4,2,3,5,5,6
FD_4004,C_1316,25-05-22,Mail,5,4,3,4,2,5,2,4,4,3,2
FD_4005,C_0555,25-05-22,Mail,3,2,2,5,2,3,4,2,3,3,1
FD_4006,C_1317,26-05-22,Online,1,3,5,5,5,1,2,2,5,2,2
FD_4007,C_1318,26-05-22,Mail,1,5,2,4,5,3,4,4,2,4,6
FD_4008,C_1319,26-05-22,Mail,5,4,5,3,2,4,1,4,2,3,6
FD_4009,C_0191,26-05-22,Mail,5,5,2,4,5,2,1,4,2,5,5
FD_4010,C_0016,27-05-22,Mail,5,1,2,1,1,4,5,3,4,5,9
FD_4011,C_0137,27-05-22,Online,3,3,3,1,4,4,1,2,1,1,3
FD_4012,C_1180,27-05-22,Online,4,4,1,3,5,4,1,1,4,2,6
FD_4013,C_1331,27-05-22,Telephonic,3,4,5,5,2,5,4,1,3,2,3
FD_4014,C_1320,28-05-22,Telephonic,4,4,4,3,2,4,2,3,4,1,1
FD_4015,C_1321,28-05-22,Mail,3,4,1,1,3,4,1,5,3,3,4
FD_4016,C_1322,28-05-22,Telephonic,1,3,1,3,1,5,1,4,3,5,9
FD_4017,C_1191,28-05-22,Mail,1,1,2,1,4,5,3,2,3,2,7
FD_4018,C_0176,28-05-22,Telephonic,2,3,3,3,4,1,2,1,2,1,2
FD_4019,C_1221,28-05-22,Telephonic,2,4,5,5,1,3,4,3,1,1,9
FD_4020,C_1323,29-05-22,Online,3,1,4,3,1,1,1,2,3,5,5
FD_4021,C_0699,29-05-22,Telephonic,1,4,4,2,3,5,3,5,3,4,2
FD_4022,C_1324,30-05-22,Online,3,5,4,5,1,2,1,3,2,3,5
FD_4023,C_1325,30-05-22,Telephonic,3,4,1,1,4,3,3,2,3,4,4
FD_4024,C_0467,30-05-22,Online,3,5,4,2,3,4,2,4,4,2,10
FD_4025,C_0773,30-05-22,Telephonic,1,1,2,5,2,4,5,4,1,3,5
FD_4026,C_0936,30-05-22,Online,3,3,2,3,5,4,2,4,1,4,10
FD_4027,C_1326,31-05-22,Mail,1,2,5,1,1,1,2,5,3,5,2
FD_4028,C_1327,31-05-22,Telephonic,2,3,4,5,2,1,3,4,3,2,3
FD_4029,C_1328,31-05-22,Online,3,1,5,1,1,5,5,1,4,4,6
FD_4030,C_1329,31-05-22,Mail,3,3,3,5,3,2,5,4,2,1,10
FD_4031,C_1437,31-05-22,Mail,2,5,4,4,3,2,4,3,5,3,9
FD_4032,C_1330,01-06-22,Online,4,5,1,1,4,5,2,4,4,4,9
FD_4033,C_1331,01-06-22,Online,4,3,1,5,2,2,2,1,3,2,5
FD_4034,C_1332,01-06-22,Online,2,2,2,2,5,4,5,3,2,3,1
FD_4035,C_1333,01-06-22,Online,2,5,2,1,2,2,5,4,4,1,5
FD_4036,C_1334,01-06-22,Mail,5,3,5,3,4,1,2,2,1,3,9
FD_4037,C_1335,01-06-22,Telephonic,3,4,1,5,1,5,2,5,4,1,5
FD_4038,C_0804,01-06-22,Mail,4,3,4,5,5,3,1,5,3,2,7
FD_4039,C_0462,01-06-22,Telephonic,2,2,2,3,1,3,5,4,1,3,3
FD_4040,C_0642,01-06-22,Online,1,2,1,1,3,3,2,5,3,1,4
FD_4041,C_0965,01-06-22,Mail,3,4,1,2,3,3,5,1,5,1,3
FD_4042,C_1164,01-06-22,Online,5,1,1,5,5,1,1,3,3,3,4
FD_4043,C_1336,02-06-22,Online,1,5,4,2,3,1,1,3,5,1,5
FD_4044,C_1337,02-06-22,Online,3,5,1,1,2,5,1,4,4,4,2
FD_4045,C_0828,02-06-22,Mail,1,1,3,5,1,5,5,1,3,1,10
FD_4046,C_0885,02-06-22,Online,1,2,1,4,2,2,4,4,3,1,6
FD_4047,C_1277,02-06-22,Telephonic,1,5,2,5,5,2,2,1,3,3,5
FD_4048,C_0916,02-06-22,Telephonic,1,5,1,4,3,4,5,1,1,3,4
FD_4049,C_1338,03-06-22,Mail,4,5,3,3,1,5,5,2,5,1,3
FD_4050,C_1339,03-06-22,Telephonic,3,4,4,4,4,5,3,3,5,1,4
FD_4051,C_1340,03-06-22,Mail,2,4,2,4,5,3,5,1,1,5,7
FD_4052,C_1341,03-06-22,Telephonic,3,2,4,5,5,2,1,2,5,5,2
FD_4053,C_0321,03-06-22,Telephonic,2,5,2,4,4,5,3,2,3,2,6
FD_4054,C_1111,03-06-22,Online,5,4,3,1,2,2,5,3,2,3,10
FD_4055,C_0756,03-06-22,Mail,4,5,2,5,2,1,2,3,2,4,5
FD_4056,C_0780,03-06-22,Mail,5,4,1,1,5,2,5,3,1,3,7
FD_4057,C_0795,03-06-22,Mail,1,4,1,4,3,3,3,3,1,1,8
FD_4058,C_0034,03-06-22,Mail,2,4,3,1,5,1,3,3,5,3,4
FD_4059,C_1342,04-06-22,Online,5,2,3,2,1,5,3,3,2,2,10
FD_4060,C_1343,04-06-22,Online,2,4,5,1,3,4,4,3,4,3,4
FD_4061,C_1344,04-06-22,Mail,2,2,1,5,3,5,1,2,3,3,1
FD_4062,C_0375,04-06-22,Telephonic,4,5,4,1,3,4,2,2,5,4,6
FD_4063,C_1196,04-06-22,Telephonic,2,4,4,3,2,1,4,1,3,4,1
FD_4064,C_0125,04-06-22,Telephonic,5,3,3,4,1,3,2,1,4,5,9
FD_4065,C_0185,04-06-22,Online,1,1,2,3,3,5,4,4,5,4,8
FD_4066,C_1406,04-06-22,Online,2,2,5,3,2,3,3,3,1,1,7
FD_4067,C_1345,05-06-22,Online,1,5,3,3,4,4,3,4,2,2,4
FD_4068,C_1346,05-06-22,Mail,3,4,1,2,2,2,2,2,4,2,5
FD_4069,C_0230,05-06-22,Online,2,5,3,4,1,3,2,4,2,4,1
FD_4070,C_0760,05-06-22,Online,3,5,3,2,3,2,1,3,4,2,2
FD_4071,C_1152,05-06-22,Mail,4,1,4,4,2,4,5,2,2,2,4
FD_4072,C_1347,06-06-22,Online,1,5,5,5,2,5,5,3,4,4,7
FD_4073,C_1348,06-06-22,Mail,3,3,3,5,5,3,2,3,4,1,6
FD_4074,C_0860,06-06-22,Telephonic,4,5,1,2,2,2,5,5,5,4,5
FD_4075,C_0862,06-06-22,Telephonic,5,4,2,2,2,5,4,3,3,5,9
FD_4076,C_1042,06-06-22,Online,1,5,3,1,4,3,3,1,4,4,2
FD_4077,C_1349,07-06-22,Telephonic,3,1,3,5,1,1,5,4,3,2,4
FD_4078,C_1114,07-06-22,Telephonic,2,1,1,4,1,4,2,5,5,5,6
FD_4079,C_1350,08-06-22,Mail,4,5,5,5,2,2,5,3,3,4,10
FD_4080,C_0870,08-06-22,Telephonic,3,2,5,4,1,4,1,5,2,1,4
FD_4081,C_0098,09-06-22,Mail,5,5,5,1,5,5,3,2,2,5,10
FD_4082,C_1351,10-06-22,Online,5,4,5,5,5,1,1,1,2,2,8
FD_4083,C_1352,10-06-22,Mail,5,3,3,2,1,5,2,4,4,3,1
FD_4084,C_1353,10-06-22,Mail,4,1,4,3,1,4,3,3,3,4,6
FD_4085,C_0593,10-06-22,Mail,4,1,3,1,3,2,1,4,1,5,9
FD_4086,C_0830,10-06-22,Telephonic,5,1,2,1,5,3,1,5,1,2,2
FD_4087,C_0854,10-06-22,Online,2,4,4,1,2,2,5,3,3,1,3
FD_4088,C_1354,11-06-22,Telephonic,3,5,5,2,4,5,2,1,2,4,10
FD_4089,C_1355,11-06-22,Online,2,3,2,4,3,4,2,1,2,5,9
FD_4090,C_1356,11-06-22,Online,2,5,2,1,1,4,5,2,5,3,4
FD_4091,C_1091,11-06-22,Online,5,5,4,1,4,2,4,5,1,3,8
FD_4092,C_0803,11-06-22,Online,5,3,2,1,3,5,5,2,5,4,10
FD_4093,C_0376,12-06-22,Online,2,3,5,1,1,5,4,2,1,2,7
FD_4094,C_1357,13-06-22,Online,1,1,1,1,5,2,2,2,3,1,1
FD_4095,C_0484,13-06-22,Online,3,2,2,2,3,4,2,1,2,2,4
FD_4096,C_0489,13-06-22,Online,5,4,4,1,4,1,5,5,4,3,9
FD_4097,C_1358,14-06-22,Online,1,5,5,5,3,4,1,3,5,1,6
FD_4098,C_0990,14-06-22,Online,5,1,5,2,2,3,3,4,2,5,6
FD_4099,C_0068,14-06-22,Mail,1,5,2,2,2,5,1,4,2,3,1
FD_4100,C_1021,14-06-22,Telephonic,4,4,5,3,4,4,3,1,2,3,1
FD_4101,C_0590,14-06-22,Telephonic,5,1,3,1,2,3,4,5,1,2,8
FD_4102,C_0985,14-06-22,Mail,4,2,3,4,3,5,1,3,1,1,10
FD_4103,C_1074,14-06-22,Telephonic,4,2,4,2,4,1,4,2,4,3,3
FD_4104,C_1243,14-06-22,Telephonic,5,2,2,5,1,4,2,3,5,2,9
FD_4105,C_0991,15-06-22,Mail,2,5,3,1,5,3,1,4,5,3,5
FD_4106,C_0992,15-06-22,Online,1,5,1,4,1,5,5,2,3,5,9
FD_4107,C_0090,15-06-22,Telephonic,2,5,2,5,1,3,5,3,3,2,7
FD_4108,C_0132,15-06-22,Telephonic,2,2,1,5,3,4,1,5,5,5,1
FD_4109,C_0436,15-06-22,Mail,2,1,2,1,4,1,5,4,5,5,6
FD_4110,C_0908,15-06-22,Telephonic,4,1,2,4,3,5,4,5,1,5,6
FD_4111,C_0842,15-06-22,Telephonic,3,5,3,2,2,2,4,5,4,3,8
FD_4112,C_0993,16-06-22,Online,2,3,3,3,4,4,5,3,2,5,9
FD_4113,C_0994,16-06-22,Online,5,2,5,1,5,4,3,4,4,5,3
FD_4114,C_0995,16-06-22,Telephonic,5,4,2,1,1,1,1,4,2,4,1
FD_4115,C_0579,16-06-22,Online,3,4,1,1,4,5,3,4,3,4,3
FD_4116,C_0996,17-06-22,Online,2,5,3,4,2,2,5,2,2,3,9
FD_4117,C_0997,17-06-22,Telephonic,1,2,5,3,2,1,3,1,1,5,3
FD_4118,C_0170,17-06-22,Telephonic,2,5,2,3,1,3,3,2,2,5,1
FD_4119,C_0596,17-06-22,Telephonic,4,1,1,1,2,2,1,2,5,1,5
FD_4120,C_0219,17-06-22,Telephonic,5,1,1,3,1,1,2,5,4,1,6
FD_4121,C_0427,17-06-22,Online,4,5,4,2,5,3,1,2,4,4,9
FD_4122,C_0943,17-06-22,Online,5,4,5,4,2,4,2,4,5,3,7
FD_4123,C_0998,18-06-22,Telephonic,4,3,1,3,1,5,5,2,3,2,10
FD_4124,C_0999,18-06-22,Online,2,3,2,4,4,4,5,4,4,4,2
FD_4125,C_1188,18-06-22,Mail,3,2,3,2,1,2,4,1,1,4,5
FD_4126,C_1000,19-06-22,Online,1,5,5,2,1,5,1,1,5,1,7
FD_4127,C_1001,19-06-22,Telephonic,3,5,3,2,3,4,1,2,2,3,9
FD_4128,C_0363,19-06-22,Telephonic,4,2,4,5,5,5,3,5,3,5,2
FD_4129,C_1056,19-06-22,Online,5,4,3,1,5,3,4,5,4,4,10
FD_4130,C_0600,20-06-22,Online,4,5,1,2,1,2,3,2,2,5,7
FD_4131,C_1072,20-06-22,Online,4,3,3,3,3,1,3,4,1,2,2
FD_4132,C_0327,20-06-22,Telephonic,4,3,1,5,1,3,3,1,4,3,7
FD_4133,C_0903,20-06-22,Online,4,2,4,1,2,5,3,5,1,4,7
FD_4134,C_1002,21-06-22,Telephonic,3,3,1,5,1,1,4,4,1,3,10
FD_4135,C_0283,21-06-22,Telephonic,3,5,3,2,2,3,4,2,5,3,2
FD_4136,C_0802,21-06-22,Mail,5,5,2,5,4,3,2,1,2,3,1
FD_4137,C_1034,21-06-22,Mail,3,1,5,2,3,1,3,4,3,2,3
FD_4138,C_0173,21-06-22,Telephonic,2,4,4,2,4,5,4,4,3,1,1
FD_4139,C_1003,22-06-22,Telephonic,4,4,5,1,1,1,2,4,2,2,6
FD_4140,C_1004,22-06-22,Telephonic,2,3,1,5,4,1,1,2,4,3,4
FD_4141,C_1156,22-06-22,Mail,1,2,3,4,4,1,3,5,1,5,8
FD_4142,C_1005,23-06-22,Telephonic,3,2,5,5,2,4,1,5,5,4,4
FD_4143,C_1006,23-06-22,Online,4,4,2,3,1,4,1,2,1,1,3
FD_4144,C_1168,23-06-22,Online,4,2,5,2,5,3,1,5,3,2,10
FD_4145,C_0716,23-06-22,Mail,4,2,2,2,1,4,2,1,5,4,7
FD_4146,C_0512,24-06-22,Mail,4,3,3,5,2,2,4,4,5,2,5
FD_4147,C_0751,24-06-22,Online,4,3,2,4,1,5,4,2,2,3,5
FD_4148,C_1251,24-06-22,Telephonic,2,5,5,2,5,5,2,5,2,2,8
FD_4149,C_1007,25-06-22,Online,4,4,4,3,1,1,4,4,5,5,7
FD_4150,C_0305,25-06-22,Telephonic,5,2,5,4,4,4,4,1,3,2,7
FD_4151,C_0636,25-06-22,Online,4,5,2,3,1,2,5,4,4,2,7
FD_4152,C_0920,25-06-22,Telephonic,5,5,4,4,5,1,4,2,1,2,6
FD_4153,C_1008,26-06-22,Mail,5,3,5,2,4,4,1,2,4,2,5
FD_4154,C_0775,26-06-22,Online,4,4,5,2,5,5,4,1,4,4,3
FD_4155,C_0950,26-06-22,Online,1,2,5,1,2,3,4,5,2,3,9
FD_4156,C_1035,26-06-22,Mail,1,1,4,5,5,3,1,1,5,1,7
FD_4157,C_1212,26-06-22,Mail,2,2,5,4,2,2,3,2,1,1,7
FD_4158,C_0376,26-06-22,Online,1,5,4,2,3,3,2,2,3,5,7
FD_4159,C_1361,27-06-22,Online,5,5,2,3,5,1,2,2,4,1,4
FD_4160,C_1009,29-06-22,Online,2,3,3,2,2,5,5,1,3,1,1
FD_4161,C_1010,29-06-22,Mail,5,3,1,2,1,5,5,5,5,4,2
FD_4162,C_1011,29-06-22,Telephonic,3,4,4,5,4,4,1,1,2,1,4
FD_4163,C_0856,29-06-22,Online,2,3,4,1,3,1,2,2,5,3,7
FD_4164,C_0827,29-06-22,Telephonic,2,3,3,2,1,2,4,5,4,3,1
FD_4165,C_1408,29-06-22,Telephonic,1,1,1,4,4,3,1,4,4,4,2
FD_4166,C_0045,29-06-22,Online,4,5,2,1,4,4,1,5,3,3,5
FD_4167,C_0318,30-06-22,Mail,1,3,2,3,1,5,5,4,4,2,1
FD_4168,C_0428,30-06-22,Mail,3,3,4,4,1,3,5,5,2,1,6
FD_4169,C_0850,30-06-22,Telephonic,4,2,2,5,5,5,4,3,2,1,10
FD_4170,C_0022,30-06-22,Telephonic,4,2,1,4,1,1,1,2,5,4,7
FD_4171,C_1012,01-07-22,Online,1,1,1,1,5,2,5,2,3,3,9
FD_4172,C_1013,01-07-22,Telephonic,1,3,1,5,1,4,5,1,1,4,9
FD_4173,C_0403,01-07-22,Mail,4,2,3,3,1,3,3,3,1,5,1
FD_4174,C_0058,01-07-22,Mail,2,4,5,5,2,2,4,5,1,2,7
FD_4175,C_1014,02-07-22,Telephonic,3,4,1,2,5,5,5,1,4,5,1
FD_4176,C_1015,02-07-22,Telephonic,2,3,2,5,5,2,3,2,5,4,2
FD_4177,C_0826,02-07-22,Mail,1,4,2,1,5,2,3,5,1,3,3
FD_4178,C_0932,02-07-22,Mail,2,5,1,1,5,2,2,1,2,1,8
FD_4179,C_1016,03-07-22,Telephonic,3,3,1,4,1,3,4,1,4,4,7
FD_4180,C_0079,03-07-22,Online,3,4,4,5,1,1,4,1,3,2,1
FD_4181,C_1017,04-07-22,Telephonic,3,1,4,4,5,4,4,2,4,2,6
FD_4182,C_1018,04-07-22,Online,2,2,2,4,3,3,5,1,2,5,5
FD_4183,C_1019,04-07-22,Online,1,4,1,3,2,4,3,1,3,2,2
FD_4184,C_1020,04-07-22,Online,3,1,1,4,2,3,3,1,5,1,2
FD_4185,C_0494,04-07-22,Mail,4,1,1,1,4,3,2,3,2,2,5
FD_4186,C_1422,04-07-22,Online,4,1,2,4,4,2,4,2,3,2,1
FD_4187,C_1021,05-07-22,Mail,3,1,3,5,5,4,5,1,2,4,7
FD_4188,C_1022,05-07-22,Telephonic,3,5,3,3,1,2,1,2,4,3,2
FD_4189,C_0400,05-07-22,Mail,4,4,4,3,2,3,3,2,5,1,4
FD_4190,C_0146,05-07-22,Online,1,2,1,2,5,5,4,5,2,4,7
FD_4191,C_0528,05-07-22,Mail,2,2,2,5,4,5,2,5,5,5,7
FD_4192,C_1375,05-07-22,Telephonic,2,5,5,4,3,1,2,4,1,2,5
FD_4193,C_1482,05-07-22,Telephonic,3,5,4,2,5,4,4,3,3,2,1
FD_4194,C_1023,06-07-22,Online,4,1,2,1,1,5,2,2,5,2,6
FD_4195,C_1024,06-07-22,Telephonic,2,3,4,4,4,2,3,4,1,4,7
FD_4196,C_0486,06-07-22,Online,1,5,5,1,2,1,5,3,5,4,4
FD_4197,C_1086,06-07-22,Telephonic,1,2,1,5,5,1,5,4,3,2,3
FD_4198,C_0954,06-07-22,Telephonic,2,1,4,1,2,4,2,2,1,1,3
FD_4199,C_1025,07-07-22,Telephonic,3,2,5,1,4,5,3,4,3,4,5
FD_4200,C_1026,07-07-22,Telephonic,1,1,1,2,5,1,1,2,3,3,6
FD_4201,C_0120,08-07-22,Telephonic,1,3,3,2,4,5,3,5,2,5,3
FD_4202,C_1265,08-07-22,Mail,1,3,1,5,3,1,2,1,4,1,10
FD_4203,C_0016,09-07-22,Telephonic,1,2,5,5,2,1,1,5,5,2,2
FD_4204,C_1424,09-07-22,Telephonic,5,1,3,3,2,5,2,2,4,1,1
FD_4205,C_1027,10-07-22,Mail,4,5,1,5,3,1,5,1,5,5,7
FD_4206,C_1028,10-07-22,Mail,5,4,5,5,5,3,1,3,3,3,1
FD_4207,C_1094,10-07-22,Mail,4,2,1,3,2,2,2,4,3,3,8
FD_4208,C_0862,10-07-22,Online,1,4,4,3,5,4,4,2,1,1,3
FD_4209,C_1029,11-07-22,Telephonic,5,1,2,2,2,5,2,4,2,1,1
FD_4210,C_1030,11-07-22,Online,5,1,1,3,2,5,2,3,1,2,10
FD_4211,C_0771,11-07-22,Telephonic,3,5,5,3,4,3,2,4,4,5,5
FD_4212,C_1330,11-07-22,Telephonic,1,4,5,3,1,4,2,1,1,4,9
FD_4213,C_1031,12-07-22,Online,3,5,2,4,4,4,5,3,3,2,2
FD_4214,C_1032,12-07-22,Telephonic,5,3,2,1,1,1,2,4,4,5,5
FD_4215,C_1033,12-07-22,Telephonic,2,3,5,3,4,4,3,3,5,5,7
FD_4216,C_0112,12-07-22,Telephonic,1,2,3,2,1,3,5,3,2,4,6
FD_4217,C_0174,12-07-22,Online,3,4,5,1,2,5,1,2,3,4,8
FD_4218,C_0520,12-07-22,Mail,3,2,2,3,3,1,3,5,1,3,9
FD_4219,C_1165,12-07-22,Online,2,4,3,1,2,1,1,4,5,2,3
FD_4220,C_0543,12-07-22,Telephonic,4,2,1,4,5,1,4,3,2,5,4
FD_4221,C_1082,12-07-22,Telephonic,3,5,4,2,3,5,4,5,2,3,10
FD_4222,C_1034,13-07-22,Mail,5,3,2,4,4,2,5,5,2,2,2
FD_4223,C_1035,13-07-22,Telephonic,1,4,2,5,2,3,5,4,3,3,6
FD_4224,C_0094,13-07-22,Online,4,4,2,5,5,4,4,5,4,4,6
FD_4225,C_1234,13-07-22,Mail,5,5,5,3,4,5,3,4,2,5,7
FD_4226,C_1036,14-07-22,Online,5,4,2,3,4,1,4,3,1,3,3
FD_4227,C_1037,14-07-22,Telephonic,5,4,5,5,3,4,3,4,4,5,4
FD_4228,C_1038,14-07-22,Online,3,5,4,5,4,2,4,4,4,4,3
FD_4229,C_0441,14-07-22,Telephonic,3,5,3,1,2,4,5,4,5,2,1
FD_4230,C_1219,14-07-22,Mail,1,4,5,3,3,3,2,5,5,3,10
FD_4231,C_0006,14-07-22,Online,2,5,5,2,4,2,3,4,4,2,5
FD_4232,C_1396,14-07-22,Telephonic,5,3,3,4,4,3,4,4,1,1,4
FD_4233,C_1039,15-07-22,Telephonic,2,5,4,2,4,1,4,3,3,2,10
FD_4234,C_1040,15-07-22,Online,4,5,2,5,3,5,2,4,4,5,10
FD_4235,C_0025,15-07-22,Telephonic,3,1,5,2,4,2,3,5,5,2,5
FD_4236,C_0835,15-07-22,Telephonic,4,5,3,1,5,1,1,2,2,1,5
FD_4237,C_1462,15-07-22,Telephonic,4,3,1,3,5,1,3,5,4,1,9
FD_4238,C_1041,16-07-22,Telephonic,2,3,2,1,3,1,3,2,4,2,10
FD_4239,C_1042,16-07-22,Online,3,1,3,4,5,5,5,3,2,3,1
FD_4240,C_0267,16-07-22,Mail,3,5,2,2,1,3,2,1,4,4,1
FD_4241,C_1264,16-07-22,Mail,4,5,2,1,2,4,3,3,2,1,6
FD_4242,C_0388,16-07-22,Online,5,5,5,1,4,1,3,4,1,4,1
FD_4243,C_1043,17-07-22,Online,1,2,4,1,1,3,1,1,1,5,1
FD_4244,C_1044,17-07-22,Telephonic,3,4,5,3,2,5,1,5,3,5,1
FD_4245,C_1045,17-07-22,Telephonic,3,4,3,4,2,2,4,4,2,3,7
FD_4246,C_1046,17-07-22,Mail,2,1,1,2,5,1,2,4,3,3,4
FD_4247,C_0538,17-07-22,Telephonic,1,1,1,1,5,5,1,3,1,1,6
FD_4248,C_0541,17-07-22,Mail,4,2,1,3,4,5,5,3,5,3,4
FD_4249,C_0926,17-07-22,Mail,3,3,4,2,1,5,3,4,4,5,2
FD_4250,C_0011,17-07-22,Mail,3,5,2,1,3,3,1,1,3,2,5
FD_4251,C_1047,18-07-22,Online,2,1,4,3,4,2,5,1,4,2,7
FD_4252,C_1048,18-07-22,Mail,3,2,4,4,4,1,5,3,3,3,7
FD_4253,C_1049,18-07-22,Online,1,1,2,5,2,4,4,3,1,2,10
FD_4254,C_1050,18-07-22,Mail,5,5,1,5,5,5,5,1,1,5,3
FD_4255,C_1051,18-07-22,Online,3,5,3,1,4,3,5,3,2,2,3
FD_4256,C_1205,18-07-22,Online,5,5,5,5,2,3,5,3,1,2,9
FD_4257,C_0467,18-07-22,Telephonic,5,1,1,3,4,1,4,5,1,1,3
FD_4258,C_1052,19-07-22,Online,3,4,3,2,1,2,5,1,1,2,2
FD_4259,C_0222,19-07-22,Mail,2,2,4,2,2,2,3,4,2,3,7
FD_4260,C_0445,19-07-22,Online,1,5,3,1,1,2,1,1,3,2,9
FD_4261,C_1151,19-07-22,Mail,3,4,3,3,1,5,5,1,5,2,4
FD_4262,C_0928,19-07-22,Mail,4,4,4,1,5,1,5,3,2,4,1
FD_4263,C_1053,20-07-22,Online,5,4,5,5,4,4,2,2,5,2,10
FD_4264,C_1054,20-07-22,Online,5,1,1,5,4,1,1,1,4,4,9
FD_4265,C_0987,20-07-22,Mail,2,1,3,1,4,4,1,3,5,5,1
FD_4266,C_1269,20-07-22,Online,5,4,2,3,3,3,2,1,3,4,8
FD_4267,C_0174,20-07-22,Mail,2,4,1,5,2,2,5,1,4,5,4
FD_4268,C_0181,20-07-22,Telephonic,4,3,3,3,5,3,4,2,2,4,9
FD_4269,C_0554,20-07-22,Online,1,1,4,4,4,1,2,3,3,4,9
FD_4270,C_0813,21-07-22,Online,3,2,1,3,5,5,5,2,1,3,9
FD_4271,C_0220,21-07-22,Online,2,3,4,4,5,1,4,1,1,3,2
FD_4272,C_1159,21-07-22,Telephonic,5,2,2,5,2,3,3,4,3,2,6
FD_4273,C_1280,21-07-22,Online,2,2,2,1,1,3,4,2,4,4,9
FD_4274,C_1055,22-07-22,Telephonic,4,1,5,2,3,1,2,5,2,5,4
FD_4275,C_0137,22-07-22,Online,5,2,1,4,4,1,5,2,4,5,2
FD_4276,C_0227,22-07-22,Online,3,2,5,1,5,3,4,4,4,1,2
FD_4277,C_0435,22-07-22,Telephonic,3,3,3,4,3,2,3,4,5,5,10
FD_4278,C_0897,22-07-22,Telephonic,4,1,4,2,3,2,5,3,3,1,10
FD_4279,C_1236,22-07-22,Mail,2,3,1,5,4,3,5,1,5,1,8
FD_4280,C_0334,22-07-22,Mail,1,2,4,2,3,2,3,5,2,2,1
FD_4281,C_1056,23-07-22,Mail,5,3,5,4,2,2,2,2,5,1,3
FD_4282,C_0122,23-07-22,Online,3,4,4,2,3,1,1,4,1,2,6
FD_4283,C_0372,23-07-22,Telephonic,3,4,2,4,1,2,3,2,4,5,6
FD_4284,C_1229,23-07-22,Mail,1,2,1,4,5,4,3,2,5,2,1
FD_4285,C_1057,24-07-22,Mail,3,2,2,2,3,3,1,1,3,5,9
FD_4286,C_0433,24-07-22,Mail,2,2,3,2,3,4,2,2,3,4,10
FD_4287,C_1058,25-07-22,Mail,1,5,5,1,2,3,4,4,1,4,5
FD_4288,C_1059,25-07-22,Telephonic,5,1,5,2,4,1,1,3,1,1,9
FD_4289,C_0162,25-07-22,Telephonic,1,1,3,2,4,5,2,5,5,2,9
FD_4290,C_1445,25-07-22,Telephonic,4,2,5,4,5,2,1,5,5,3,9
FD_4291,C_1060,26-07-22,Telephonic,1,1,1,1,3,3,3,5,2,2,2
FD_4292,C_1061,26-07-22,Telephonic,2,5,2,1,5,2,3,2,2,3,5
FD_4293,C_0146,26-07-22,Online,4,4,3,3,3,4,5,2,4,2,6
FD_4294,C_1449,26-07-22,Online,2,4,5,2,3,1,1,1,3,1,4
FD_4295,C_1202,26-07-22,Online,3,2,3,1,5,4,3,4,1,5,6
FD_4296,C_1062,27-07-22,Telephonic,3,2,2,3,5,2,1,2,3,2,10
FD_4297,C_1063,27-07-22,Telephonic,4,1,2,3,5,4,2,5,2,4,10
FD_4298,C_0347,27-07-22,Telephonic,3,5,3,2,4,3,4,2,3,2,1
FD_4299,C_0825,27-07-22,Telephonic,2,1,3,5,1,5,3,3,1,1,5
FD_4300,C_1133,27-07-22,Telephonic,1,1,2,3,1,2,5,5,1,3,9
FD_4301,C_1344,27-07-22,Telephonic,4,1,3,2,3,5,1,1,3,3,7
FD_4302,C_1480,27-07-22,Mail,5,3,3,2,2,2,5,1,1,1,4
FD_4303,C_1064,28-07-22,Online,3,3,5,2,5,1,2,5,5,4,5
FD_4304,C_0126,28-07-22,Mail,1,4,2,2,2,2,1,4,5,4,9
FD_4305,C_1065,29-07-22,Mail,4,4,4,5,4,1,5,1,4,3,5
FD_4306,C_1024,29-07-22,Telephonic,4,3,1,5,1,5,2,2,1,4,5
FD_4307,C_0047,29-07-22,Mail,4,4,2,5,1,3,3,2,2,2,2
FD_4308,C_0630,29-07-22,Mail,3,3,1,4,5,4,4,2,4,2,7
FD_4309,C_0295,30-07-22,Mail,4,1,2,4,5,4,1,5,3,5,9
FD_4310,C_0937,30-07-22,Online,1,5,3,3,2,2,5,2,3,4,4
FD_4311,C_1360,30-07-22,Telephonic,5,5,2,4,3,5,2,1,5,4,3
FD_4312,C_1066,31-07-22,Online,5,5,4,3,3,1,2,4,5,4,2
FD_4313,C_0698,31-07-22,Online,4,4,4,4,2,5,5,2,3,1,5
FD_4314,C_0911,31-07-22,Mail,3,5,2,4,1,1,1,4,2,5,8
FD_4315,C_1182,31-07-22,Mail,3,1,4,4,4,2,5,4,3,5,8
FD_4316,C_1067,02-08-22,Mail,2,3,5,3,2,3,2,2,1,4,6
FD_4317,C_1068,03-08-22,Mail,4,2,3,5,2,2,5,1,3,3,9
FD_4318,C_1069,03-08-22,Online,1,5,5,1,4,4,3,2,1,2,6
FD_4319,C_1070,03-08-22,Mail,2,4,4,4,3,5,1,5,4,1,9
FD_4320,C_1071,03-08-22,Telephonic,4,2,4,5,5,5,3,4,4,2,6
FD_4321,C_1072,03-08-22,Telephonic,4,5,3,3,3,4,4,4,5,1,1
