Transaction_ID,Customer_ID,Transaction_Date,Transaction_Type,Amount,Channel,Charges,Balance
TN_7614,C_1435,01-04-22,Transfer,7577.82,Internet Banking,86.3,540048
TN_7615,C_1436,01-04-22,Transfer,1172.4,Branch Banking,88.64,217167
TN_7616,C_1437,02-04-22,Withdrawal,3547.53,Branch Banking,95.79,213367.5
TN_7617,C_1438,02-04-22,Withdrawal,75.67,ATM,61.51,267111
TN_7618,C_1439,02-04-22,Deposit,5407.36,ATM,55.92,327256.5
TN_7619,C_1440,02-04-22,Deposit,7546.47,Mobile Banking,67.35,195363
TN_7620,C_1441,02-04-22,Withdrawal,8172.04,Branch Banking,48.72,148470
TN_7621,C_1442,02-04-22,Transfer,7476.63,ATM,63.37,426943.5
TN_7622,C_1443,02-04-22,Transfer,9870.07,Branch Banking,25.77,171886.5
TN_7623,C_1444,03-04-22,Transfer,3367.33,Internet Banking,3.84,201958.5
TN_7624,C_1303,03-04-22,Transfer,7226.29,Internet Banking,66.78,93642
TN_7625,C_1304,03-04-22,Deposit,830.33,Internet Banking,22.45,116358
TN_7626,C_1305,03-04-22,Withdrawal,8078.27,ATM,92.71,368103
TN_7627,C_1306,03-04-22,Withdrawal,5561.6,Branch Banking,44.78,301675.5
TN_7628,C_1307,03-04-22,Withdrawal,5446.29,Mobile Banking,27.07,55168.5
TN_7629,C_1308,03-04-22,Withdrawal,1874.91,Internet Banking,5.28,265542
TN_7630,C_1309,04-04-22,Transfer,3829.66,ATM,7.29,159459
TN_7631,C_1310,04-04-22,Deposit,3123.28,Branch Banking,23.45,152373
TN_7632,C_1311,04-04-22,Withdrawal,6134.41,ATM,31.23,237535.5
TN_7633,C_1312,04-04-22,Deposit,8905.06,Branch Banking,70.58,566775
TN_7634,C_1313,04-04-22,Transfer,9454.66,Mobile Banking,91.27,311164.5
TN_7635,C_1314,04-04-22,Withdrawal,186.85,Branch Banking,14.06,196438.5
TN_7636,C_1315,04-04-22,Deposit,5026.68,Internet Banking,9.26,168745.5
TN_7637,C_1316,04-04-22,Transfer,9671.39,Internet Banking,11.63,285817.5
TN_7638,C_1317,04-04-22,Transfer,8242.81,Mobile Banking,15.95,171438
TN_7639,C_1318,04-04-22,Deposit,2253.43,Mobile Banking,14.69,112756.5
TN_7640,C_1319,04-04-22,Deposit,3417.5,ATM,24.05,469408.5
TN_7641,C_1320,05-04-22,Deposit,5636.4,ATM,0.83,79305
TN_7642,C_1321,05-04-22,Withdrawal,3829.49,ATM,22.64,262420.5
TN_7643,C_1322,05-04-22,Transfer,1361.91,ATM,82.48,159103.5
TN_7644,C_1323,05-04-22,Transfer,4546.35,Mobile Banking,50.02,44803.5
TN_7645,C_1324,05-04-22,Transfer,3616.06,Mobile Banking,11.22,589218
TN_7646,C_1325,06-04-22,Transfer,40.88,Branch Banking,15.3,176898
TN_7647,C_1326,06-04-22,Withdrawal,3237.1,Mobile Banking,37.77,203290.5
TN_7648,C_1327,06-04-22,Deposit,884.92,Internet Banking,60.97,202737
TN_7649,C_1328,06-04-22,Withdrawal,654.34,Mobile Banking,79.14,81390
TN_7650,C_1329,06-04-22,Deposit,9683.59,ATM,94.63,42256.5
TN_7651,C_1330,06-04-22,Transfer,6634.21,Internet Banking,20.54,225486
TN_7652,C_1331,06-04-22,Deposit,3993.8,Internet Banking,75.56,164241
TN_7653,C_1332,06-04-22,Deposit,7624.44,ATM,19.02,30630
TN_7654,C_1333,06-04-22,Deposit,9158.36,Internet Banking,16.21,49224
TN_7655,C_1334,06-04-22,Withdrawal,3452.59,Branch Banking,80.39,236425.5
TN_7656,C_1335,07-04-22,Withdrawal,9773.93,ATM,47.99,271432.5
TN_7657,C_1336,07-04-22,Deposit,3445.35,Mobile Banking,43.5,717559.5
TN_7658,C_1337,07-04-22,Deposit,2254.63,ATM,70.81,367635
TN_7659,C_1338,07-04-22,Withdrawal,5071.61,Mobile Banking,29.57,31485
TN_7660,C_1339,07-04-22,Deposit,3508.26,ATM,50.41,34296
TN_7661,C_1340,07-04-22,Transfer,1220.88,Branch Banking,38.63,285445.5
TN_7662,C_1341,07-04-22,Withdrawal,4976.24,Internet Banking,97.21,67170
TN_7663,C_1342,07-04-22,Transfer,5575.82,ATM,13.7,48558
TN_7664,C_1343,07-04-22,Deposit,8842.28,ATM,3.01,205776
TN_7665,C_1344,08-04-22,Deposit,7576.01,ATM,85.86,549637.5
TN_7666,C_1345,08-04-22,Withdrawal,5427.66,ATM,17.06,240460.5
TN_7667,C_1346,08-04-22,Transfer,5760.68,Internet Banking,95.36,255720
TN_7668,C_1347,08-04-22,Withdrawal,7371.12,Internet Banking,77.26,336589.5
TN_7669,C_1348,08-04-22,Withdrawal,3101.16,Mobile Banking,27.56,259818
TN_7670,C_1349,08-04-22,Transfer,3427.46,ATM,75.76,129969
TN_7671,C_1350,08-04-22,Withdrawal,7217.13,ATM,94.34,163024.5
TN_7672,C_1351,08-04-22,Transfer,3808.57,Branch Banking,87.66,105031.5
TN_7673,C_1352,08-04-22,Deposit,7839.82,Branch Banking,53.64,289408.5
TN_7674,C_1353,09-04-22,Deposit,1502.4,ATM,19.82,216129
TN_7675,C_1354,09-04-22,Deposit,1215.36,ATM,16.2,146421
TN_7676,C_1355,09-04-22,Deposit,5221.83,Branch Banking,54.14,390297
TN_7677,C_1356,09-04-22,Transfer,9297.34,Internet Banking,13.58,729291
TN_7678,C_1357,09-04-22,Transfer,5610.87,Mobile Banking,61.65,168337.5
TN_7679,C_1358,09-04-22,Transfer,2485.5,Mobile Banking,51.53,246300
TN_7680,C_1359,09-04-22,Transfer,5577.43,Internet Banking,66.23,78601.5
TN_7681,C_1360,09-04-22,Transfer,9512.63,ATM,90.75,293731.5
TN_7682,C_1361,09-04-22,Transfer,4183.65,ATM,34.77,162210
TN_7683,C_1362,09-04-22,Transfer,8273.82,Mobile Banking,24.9,281971.5
TN_7684,C_1363,09-04-22,Withdrawal,4201.24,Internet Banking,80.06,162189
TN_7685,C_1364,10-04-22,Deposit,9756.04,ATM,62.35,252318
TN_7686,C_1365,10-04-22,Transfer,1986.42,Internet Banking,25.07,297919.5
TN_7687,C_1366,10-04-22,Withdrawal,8380.05,Branch Banking,64,78147
TN_7688,C_1367,10-04-22,Transfer,2583.92,Mobile Banking,3.92,764046
TN_7689,C_1368,10-04-22,Withdrawal,3638.97,ATM,49.64,192921
TN_7690,C_1369,10-04-22,Withdrawal,1375.52,Branch Banking,86.17,357576
TN_7691,C_1370,10-04-22,Withdrawal,4974.92,ATM,44.41,476151
TN_7692,C_1371,10-04-22,Withdrawal,7856.73,ATM,85.91,238032
TN_7693,C_1372,10-04-22,Deposit,3768.7,ATM,2.32,401118
TN_7694,C_1373,10-04-22,Withdrawal,7613.4,ATM,83.86,586611
TN_7695,C_1374,11-04-22,Withdrawal,4470.48,Mobile Banking,1.65,203538
TN_7696,C_1375,11-04-22,Transfer,6611.17,Internet Banking,1.85,117793.5
TN_7697,C_1376,11-04-22,Withdrawal,5054.16,Branch Banking,18.22,176550
TN_7698,C_1377,11-04-22,Deposit,8997.59,Mobile Banking,22.71,125119.5
TN_7699,C_1378,11-04-22,Transfer,9260.86,Branch Banking,13.18,31630.5
TN_7700,C_1379,11-04-22,Deposit,5207.25,Branch Banking,38.91,162034.5
TN_7701,C_1380,11-04-22,Transfer,8968.33,ATM,85.77,155152.5
TN_7702,C_1381,11-04-22,Deposit,3512.81,Mobile Banking,29.62,949099.5
TN_7703,C_1382,11-04-22,Withdrawal,2702.32,Mobile Banking,62.32,39901.5
TN_7704,C_1383,11-04-22,Deposit,8038.42,Mobile Banking,72.65,61815
TN_7705,C_1384,11-04-22,Deposit,8831.49,Branch Banking,35.43,188838
TN_7706,C_1385,11-04-22,Transfer,9973.4,Branch Banking,22.88,203008.5
TN_7707,C_1386,12-04-22,Withdrawal,3238.38,Internet Banking,25.49,408558
TN_7708,C_1387,12-04-22,Deposit,7381.49,ATM,77.12,436950
TN_7709,C_1388,12-04-22,Transfer,7838.99,Internet Banking,52.85,236209.5
TN_7710,C_1389,12-04-22,Withdrawal,4768.17,ATM,7.02,49491
TN_7711,C_1390,12-04-22,Deposit,1635.62,Mobile Banking,18.08,397083
TN_7712,C_1391,12-04-22,Transfer,3391.25,Mobile Banking,27.52,199279.5
TN_7713,C_1392,12-04-22,Deposit,6647.91,Internet Banking,37.48,324879
TN_7714,C_1393,12-04-22,Transfer,271.6,Branch Banking,36.91,75708
TN_7715,C_1394,12-04-22,Deposit,7967.89,Branch Banking,42.44,225124.5
TN_7716,C_1395,13-04-22,Withdrawal,1165.9,Internet Banking,37.73,283183.5
TN_7717,C_1396,13-04-22,Transfer,3531.43,Mobile Banking,40.22,152140.5
TN_7718,C_1397,13-04-22,Deposit,8593.02,Branch Banking,72.07,154915.5
TN_7719,C_1398,13-04-22,Withdrawal,8392.95,ATM,24.09,286519.5
TN_7720,C_1399,13-04-22,Deposit,582.17,Internet Banking,75.71,331000.5
TN_7721,C_1400,13-04-22,Transfer,828.73,Internet Banking,84.41,283200
TN_7722,C_1401,13-04-22,Withdrawal,542.74,Mobile Banking,75.67,36541.5
TN_7723,C_1402,13-04-22,Deposit,3249.17,Branch Banking,13.07,124365
TN_7724,C_1403,13-04-22,Deposit,378.29,Internet Banking,75.99,158379
TN_7725,C_0548,14-04-22,Deposit,3644.55,Branch Banking,16.03,159672
TN_7726,C_0549,14-04-22,Deposit,7825.5,ATM,71.14,295224
TN_7727,C_0550,14-04-22,Withdrawal,3133.59,ATM,50.43,287013
TN_7728,C_0551,14-04-22,Transfer,7970.55,ATM,91.48,255291
TN_7729,C_0552,14-04-22,Transfer,9119.04,Branch Banking,6.64,170380.5
TN_7730,C_0553,14-04-22,Withdrawal,8994.38,ATM,31.94,108637.5
TN_7731,C_0554,14-04-22,Deposit,8900.19,Branch Banking,73.28,326220
TN_7732,C_0555,14-04-22,Deposit,9998.62,Internet Banking,25.98,181371
TN_7733,C_0556,14-04-22,Transfer,950.79,Mobile Banking,47.78,50917.5
TN_7734,C_0557,15-04-22,Transfer,1947.06,Internet Banking,10.12,299629.5
TN_7735,C_0558,15-04-22,Deposit,6628.45,ATM,34.91,216426
TN_7736,C_0559,15-04-22,Transfer,6157.18,Internet Banking,13.01,80749.5
TN_7737,C_0560,15-04-22,Transfer,5551.78,Internet Banking,72.42,226737
TN_7738,C_0561,15-04-22,Deposit,4251.06,Internet Banking,96.22,188365.5
TN_7739,C_0562,16-04-22,Deposit,9217.74,ATM,50.27,363484.5
TN_7740,C_0563,16-04-22,Withdrawal,8898.61,Branch Banking,38.77,292771.5
TN_7741,C_0564,16-04-22,Deposit,7080.41,Mobile Banking,72,218622
TN_7742,C_0565,16-04-22,Deposit,609.71,Branch Banking,43.69,512508
TN_7743,C_0566,16-04-22,Deposit,1567.42,Mobile Banking,6.74,174553.5
TN_7744,C_0567,16-04-22,Transfer,5631.46,ATM,15.6,170169
TN_7745,C_0568,16-04-22,Withdrawal,7054.7,Branch Banking,12.27,181927.5
TN_7746,C_0569,17-04-22,Deposit,1538.25,Internet Banking,93.52,37686
TN_7747,C_0570,17-04-22,Withdrawal,3228.24,Internet Banking,65.6,273411
TN_7748,C_0571,17-04-22,Deposit,1445.08,ATM,91.51,155322
TN_7749,C_0572,17-04-22,Deposit,3230.43,Mobile Banking,29.31,57651
TN_7750,C_0573,17-04-22,Deposit,8445.93,Internet Banking,1.87,47596.5
TN_7751,C_0574,17-04-22,Transfer,9177.4,Internet Banking,42.64,266314.5
TN_7752,C_0575,17-04-22,Transfer,90.9,Internet Banking,28.87,209751
TN_7753,C_0576,17-04-22,Deposit,9643.15,Mobile Banking,4.77,177717
TN_7754,C_0577,17-04-22,Withdrawal,317.88,Mobile Banking,97.87,221926.5
TN_7755,C_0578,18-04-22,Withdrawal,6669.9,Internet Banking,24.67,302601
TN_7756,C_0579,18-04-22,Deposit,990.32,Branch Banking,70.42,297294
TN_7757,C_0580,18-04-22,Deposit,6536.88,Mobile Banking,98.38,212814
TN_7758,C_0581,18-04-22,Transfer,4880.99,Internet Banking,72.09,48775.5
TN_7759,C_0582,18-04-22,Deposit,5656.82,Branch Banking,40.31,215661
TN_7760,C_0583,18-04-22,Transfer,6259.52,Branch Banking,46.07,228492
TN_7761,C_0584,18-04-22,Transfer,5945.99,Branch Banking,10.35,719400
TN_7762,C_0585,18-04-22,Withdrawal,8410.33,ATM,65.39,270898.5
TN_7763,C_0586,18-04-22,Transfer,2082.57,Internet Banking,15.59,672039
TN_7764,C_0587,19-04-22,Transfer,6364.96,Internet Banking,80.42,450499.5
TN_7765,C_0588,19-04-22,Withdrawal,6680.75,ATM,87.68,276157.5
TN_7766,C_0589,19-04-22,Deposit,4638.76,Branch Banking,86.78,303126
TN_7767,C_0590,19-04-22,Deposit,7879.98,Branch Banking,52.9,44272.5
TN_7768,C_0591,19-04-22,Transfer,5975.24,Internet Banking,16.06,370992
TN_7769,C_0592,19-04-22,Withdrawal,454.41,Internet Banking,71.99,282369
TN_7770,C_0593,19-04-22,Withdrawal,1775.07,Branch Banking,18.32,158682
TN_7771,C_0594,19-04-22,Deposit,7822.48,ATM,96.97,528960
TN_7772,C_0595,20-04-22,Transfer,6918.85,Internet Banking,23.36,198864
TN_7773,C_0596,20-04-22,Deposit,1118.69,Internet Banking,40.23,193243.5
TN_7774,C_0597,20-04-22,Transfer,8449.07,Mobile Banking,39.88,139710
TN_7775,C_0598,20-04-22,Deposit,9541.14,Internet Banking,36.3,233947.5
TN_7776,C_0599,20-04-22,Withdrawal,3381.86,Branch Banking,41.53,50385
TN_7777,C_0600,20-04-22,Transfer,7995.88,Internet Banking,78.91,237783
TN_7778,C_0601,21-04-22,Withdrawal,5289.32,Branch Banking,71.2,262209
TN_7779,C_0602,21-04-22,Withdrawal,6861.56,Internet Banking,50.6,48310.5
TN_7780,C_0603,21-04-22,Deposit,9365.7,Internet Banking,5.52,65410.5
TN_7781,C_0604,21-04-22,Transfer,364.06,Internet Banking,14.26,252336
TN_7782,C_0605,22-04-22,Withdrawal,2003.6,Internet Banking,11.94,270477
TN_7783,C_0606,22-04-22,Deposit,54.75,ATM,35.54,467064
TN_7784,C_0607,22-04-22,Withdrawal,7699.86,Internet Banking,85.9,152343
TN_7785,C_0608,22-04-22,Withdrawal,4644.04,ATM,77.11,40177.5
TN_7786,C_0609,22-04-22,Transfer,7627.58,Mobile Banking,4.64,129214.5
TN_7787,C_0610,22-04-22,Transfer,3722.34,Branch Banking,59.86,325956
TN_7788,C_0611,22-04-22,Withdrawal,9754.46,Mobile Banking,97.03,61504.5
TN_7789,C_0612,22-04-22,Deposit,34.68,ATM,10.1,43960.5
TN_7790,C_0613,22-04-22,Transfer,7006.05,Mobile Banking,18.33,59239.5
TN_7791,C_0614,22-04-22,Deposit,5547.1,Mobile Banking,19.56,371137.5
TN_7792,C_0615,22-04-22,Deposit,262.88,ATM,62.74,192507
TN_7793,C_0616,22-04-22,Withdrawal,5717.47,Internet Banking,12.97,284016
TN_7794,C_0617,23-04-22,Transfer,2704.83,Branch Banking,94.85,54922.5
TN_7795,C_0618,23-04-22,Deposit,9647.24,Branch Banking,6.43,244576.5
TN_7796,C_0619,23-04-22,Transfer,4018.24,Mobile Banking,14.28,655800
TN_7797,C_0620,23-04-22,Withdrawal,3194.49,Branch Banking,91.77,485697
TN_7798,C_0621,23-04-22,Deposit,33.28,Branch Banking,1.61,273855
TN_7799,C_0622,23-04-22,Deposit,2486.16,Mobile Banking,24.81,30046.5
TN_7800,C_0623,23-04-22,Deposit,3654.15,Branch Banking,57.36,72780
TN_7801,C_0624,24-04-22,Deposit,2459.74,Mobile Banking,20.07,195010.5
TN_7802,C_0625,24-04-22,Withdrawal,2377.83,Branch Banking,94.2,249372
TN_7803,C_0626,24-04-22,Withdrawal,644.81,Internet Banking,11.01,30532.5
TN_7804,C_0627,24-04-22,Withdrawal,8785.86,ATM,54.03,289072.5
TN_7805,C_0628,24-04-22,Deposit,8707.47,ATM,84.57,436999.5
TN_7806,C_0629,25-04-22,Deposit,9950.48,Branch Banking,84.07,58710
TN_7807,C_0630,25-04-22,Withdrawal,5658.4,Mobile Banking,70.56,399658.5
TN_7808,C_0631,25-04-22,Transfer,359.64,ATM,27.23,190260
TN_7809,C_0632,25-04-22,Withdrawal,5499.12,Mobile Banking,60.82,249628.5
TN_7810,C_0633,25-04-22,Withdrawal,7113.12,Branch Banking,61.2,43068
TN_7811,C_0634,25-04-22,Withdrawal,4333.18,Mobile Banking,25.59,310240.5
TN_7812,C_0635,25-04-22,Withdrawal,359.14,Branch Banking,1.35,260832
TN_7813,C_0636,25-04-22,Withdrawal,6534.2,Mobile Banking,42.5,379875
TN_7814,C_0637,25-04-22,Withdrawal,2302.29,Branch Banking,41.75,50584.5
TN_7815,C_0638,25-04-22,Transfer,1807.49,Internet Banking,29.25,170167.5
TN_7816,C_0639,25-04-22,Withdrawal,773.02,Internet Banking,59.69,30168
TN_7817,C_0640,26-04-22,Deposit,4580.67,Branch Banking,3.82,604660.5
TN_7818,C_0641,26-04-22,Transfer,1769.08,Branch Banking,21.83,268617
TN_7819,C_0642,26-04-22,Withdrawal,3754.06,Branch Banking,86.2,189603
TN_7820,C_0643,26-04-22,Transfer,9710.42,Mobile Banking,13.76,335838
TN_7821,C_0644,26-04-22,Withdrawal,2039.52,Internet Banking,65.56,286977
TN_7822,C_0645,26-04-22,Withdrawal,799.8,Branch Banking,89.05,59205
TN_7823,C_0646,26-04-22,Withdrawal,4925.93,ATM,75.36,179211
TN_7824,C_0647,26-04-22,Transfer,5695.22,Mobile Banking,38.22,629976
TN_7825,C_0648,26-04-22,Transfer,9916.44,Mobile Banking,53.34,247095
TN_7826,C_0649,26-04-22,Withdrawal,6533.97,Internet Banking,23.73,286017
TN_7827,C_1411,27-04-22,Withdrawal,2633.35,ATM,65.05,285435
TN_7828,C_0771,27-04-22,Deposit,4066.15,Branch Banking,47.17,520537.5
TN_7829,C_0772,27-04-22,Withdrawal,4343.38,Mobile Banking,85.11,166497
TN_7830,C_0773,27-04-22,Withdrawal,5084.16,Mobile Banking,97.45,183520.5
TN_7831,C_0774,27-04-22,Withdrawal,1560.19,Internet Banking,94.63,191812.5
TN_7832,C_0775,27-04-22,Deposit,2295.95,Internet Banking,77.78,251301
TN_7833,C_0776,27-04-22,Deposit,1335.45,Mobile Banking,82.91,228840
TN_7834,C_0777,27-04-22,Transfer,8129.23,Branch Banking,0.03,397716
TN_7835,C_0778,27-04-22,Deposit,9657.61,Internet Banking,92.9,45400.5
TN_7836,C_0779,28-04-22,Deposit,4727,Mobile Banking,63.5,43614
TN_7837,C_0780,28-04-22,Withdrawal,3569.19,ATM,69.57,130255.5
TN_7838,C_0781,28-04-22,Deposit,9497.32,ATM,20.05,220677
TN_7839,C_0782,28-04-22,Withdrawal,6907.39,Branch Banking,28.06,155362.5
TN_7840,C_0783,28-04-22,Withdrawal,9514.4,Branch Banking,43.02,254203.5
TN_7841,C_0784,28-04-22,Deposit,9560.85,Mobile Banking,25.89,284001
TN_7842,C_0785,28-04-22,Deposit,224.03,Internet Banking,58.12,209356.5
TN_7843,C_0786,28-04-22,Withdrawal,8758.68,ATM,4.28,167317.5
TN_7844,C_0787,28-04-22,Transfer,8570.08,ATM,73.72,109164
TN_7845,C_0788,28-04-22,Withdrawal,626.48,ATM,3.64,461959.5
TN_7846,C_0789,29-04-22,Deposit,7480.74,Internet Banking,37.06,317499
TN_7847,C_0790,29-04-22,Deposit,5131.51,ATM,23.42,215649
TN_7848,C_0791,29-04-22,Transfer,5802.59,Branch Banking,7.31,169218
TN_7849,C_0792,29-04-22,Deposit,1712.66,Internet Banking,50.43,64935
TN_7850,C_0793,29-04-22,Withdrawal,3601.74,Branch Banking,38.68,167077.5
TN_7851,C_0794,29-04-22,Deposit,5546.92,Mobile Banking,71.14,218616
TN_7852,C_0795,29-04-22,Withdrawal,9704.06,Branch Banking,61.53,190131
TN_7853,C_0796,29-04-22,Withdrawal,932.8,ATM,50.57,81390
TN_7854,C_0797,29-04-22,Deposit,7360.52,Mobile Banking,70.93,52342.5
TN_7855,C_0798,29-04-22,Transfer,9358.01,Branch Banking,89.81,250110
TN_7856,C_0799,30-04-22,Deposit,462.78,Branch Banking,75.84,214593
TN_7857,C_0800,30-04-22,Deposit,5329.4,Internet Banking,54.19,287935.5
TN_7858,C_0801,30-04-22,Withdrawal,2613.25,Branch Banking,97.9,164184
TN_7859,C_0802,30-04-22,Withdrawal,6158.1,Internet Banking,48.49,297274.5
TN_7860,C_0803,30-04-22,Transfer,6136.94,Mobile Banking,66.31,236173.5
TN_7861,C_0804,30-04-22,Deposit,3397.91,Mobile Banking,55.38,80811
TN_7862,C_0805,30-04-22,Deposit,1681.88,ATM,76.77,287631
TN_7863,C_0806,01-05-22,Transfer,9080.66,Branch Banking,51.49,480106.5
TN_7864,C_0807,01-05-22,Deposit,5833.15,Branch Banking,48.81,246861
TN_7865,C_0808,01-05-22,Transfer,3920.25,Mobile Banking,84.16,278805
TN_7866,C_0809,01-05-22,Withdrawal,4293.71,Internet Banking,35.7,248617.5
TN_7867,C_0810,02-05-22,Deposit,4982.1,ATM,41.04,60484.5
TN_7868,C_0811,02-05-22,Withdrawal,2298.73,ATM,49.76,299067
TN_7869,C_0812,02-05-22,Withdrawal,6388.91,Branch Banking,49,434833.5
TN_7870,C_0813,02-05-22,Transfer,2224.85,Branch Banking,2.68,228300
TN_7871,C_0814,02-05-22,Withdrawal,3838.17,Mobile Banking,1.74,297346.5
TN_7872,C_0815,02-05-22,Withdrawal,4133.62,Mobile Banking,21.55,43297.5
TN_7873,C_0816,02-05-22,Deposit,1474.9,Internet Banking,41,40372.5
TN_7874,C_0817,02-05-22,Deposit,5834.82,Branch Banking,13.39,163389
TN_7875,C_0818,03-05-22,Withdrawal,979.34,Mobile Banking,67.24,306051
TN_7876,C_0819,03-05-22,Deposit,6625.43,Internet Banking,11.97,365052
TN_7877,C_0820,03-05-22,Deposit,1082.56,Internet Banking,65.79,286632
TN_7878,C_0821,03-05-22,Withdrawal,6056.94,Branch Banking,86.9,291772.5
TN_7879,C_0822,04-05-22,Deposit,2188.06,Branch Banking,70.83,43476
TN_7880,C_0823,04-05-22,Deposit,1134.37,Internet Banking,88.45,188838
TN_7881,C_0824,04-05-22,Deposit,5759.78,Internet Banking,22.06,56898
TN_7882,C_0825,04-05-22,Withdrawal,3120.77,Internet Banking,22.15,374626.5
TN_7883,C_0826,04-05-22,Deposit,1599.56,ATM,100,287922
TN_7884,C_0827,04-05-22,Transfer,7859.56,Mobile Banking,99.85,145959
TN_7885,C_0828,04-05-22,Deposit,2395.84,Mobile Banking,48.87,264267
TN_7886,C_0829,04-05-22,Transfer,7339.97,ATM,20.25,214146
TN_7887,C_0830,04-05-22,Transfer,5591.03,Internet Banking,49.29,222646.5
TN_7888,C_0831,04-05-22,Deposit,2317.11,Branch Banking,34.15,222570
TN_7889,C_0832,04-05-22,Withdrawal,7491.74,Mobile Banking,46.2,472335
TN_7890,C_0833,04-05-22,Transfer,4756.55,Mobile Banking,7.71,50239.5
TN_7891,C_0834,05-05-22,Transfer,7893.05,Branch Banking,87.82,491152.5
TN_7892,C_0835,05-05-22,Withdrawal,1479.26,Mobile Banking,60.44,413950.5
TN_7893,C_0836,05-05-22,Withdrawal,1611.52,Internet Banking,41.01,264780
TN_7894,C_0837,05-05-22,Withdrawal,913.61,Mobile Banking,42.8,279694.5
TN_7895,C_0838,05-05-22,Transfer,4891.87,ATM,82.1,75570
TN_7896,C_0839,05-05-22,Transfer,3025.77,ATM,3,48597
TN_7897,C_0840,05-05-22,Deposit,8645.01,ATM,87.64,288667.5
TN_7898,C_0841,05-05-22,Withdrawal,9807.08,ATM,75.11,214276.5
TN_7899,C_0842,05-05-22,Withdrawal,4871.41,ATM,44.31,64125
TN_7900,C_0843,05-05-22,Deposit,586.46,ATM,76.72,298516.5
TN_7901,C_0844,05-05-22,Withdrawal,1281.68,Branch Banking,84.61,147966
TN_7902,C_0845,05-05-22,Deposit,5859.76,Mobile Banking,19.97,260944.5
TN_7903,C_0122,06-05-22,Transfer,5666.91,Mobile Banking,89.39,328884
TN_7904,C_0123,06-05-22,Deposit,1140.39,Internet Banking,52.19,373095
TN_7905,C_0124,06-05-22,Withdrawal,9266.8,Mobile Banking,8.31,166098
TN_7906,C_0125,06-05-22,Withdrawal,8653.64,Mobile Banking,16.63,271530
TN_7907,C_0126,06-05-22,Deposit,3990.33,Mobile Banking,64.95,275686.5
TN_7908,C_0127,06-05-22,Deposit,203.93,Mobile Banking,74.77,64458
TN_7909,C_0128,06-05-22,Transfer,7675.21,Internet Banking,85.34,200453.87
TN_7910,C_0129,06-05-22,Deposit,9010.85,Internet Banking,0.03,173157
TN_7911,C_0130,07-05-22,Transfer,9544.53,Branch Banking,62.82,358944
TN_7912,C_0131,07-05-22,Transfer,4464.13,Internet Banking,65.27,642630
TN_7913,C_0132,07-05-22,Withdrawal,6781.79,Branch Banking,32.77,371769
TN_7914,C_0133,07-05-22,Deposit,2643.11,Branch Banking,66.79,501157.5
TN_7915,C_0134,07-05-22,Transfer,7347.32,Internet Banking,49.94,151189.5
TN_7916,C_0135,07-05-22,Transfer,1323.75,Branch Banking,50.5,366717
TN_7917,C_0136,07-05-22,Withdrawal,3052.81,Mobile Banking,75.17,214381.5
TN_7918,C_0137,07-05-22,Deposit,6808.26,Internet Banking,17.39,274294.5
TN_7919,C_0138,07-05-22,Deposit,8256.15,ATM,63.34,256692
TN_7920,C_0139,08-05-22,Withdrawal,8154.64,Internet Banking,31.63,218103
TN_7921,C_0140,08-05-22,Transfer,8853.63,ATM,11.39,459463.5
TN_7922,C_0141,08-05-22,Withdrawal,230.84,Internet Banking,42.42,125733
TN_7923,C_0142,08-05-22,Transfer,7491.2,Internet Banking,39.69,393177
TN_7924,C_0143,08-05-22,Transfer,5500.16,ATM,87.94,233958
TN_7925,C_0144,08-05-22,Withdrawal,9878.77,Internet Banking,66.62,32175
TN_7926,C_0145,08-05-22,Withdrawal,4360.47,Mobile Banking,97.69,238954.5
TN_7927,C_0146,08-05-22,Withdrawal,9474.26,Internet Banking,11.66,262492.5
TN_7928,C_0147,08-05-22,Withdrawal,3903.98,Mobile Banking,86.5,40003.5
TN_7929,C_0148,09-05-22,Deposit,7403.54,Branch Banking,84.96,266590.5
TN_7930,C_0149,09-05-22,Deposit,5877.18,Branch Banking,93.82,187156.5
TN_7931,C_0150,09-05-22,Transfer,250.04,Branch Banking,7.9,685104
TN_7932,C_0151,09-05-22,Deposit,6376.78,Internet Banking,33.96,324906
TN_7933,C_0152,09-05-22,Transfer,5027.62,ATM,98.56,332341.5
TN_7934,C_0153,09-05-22,Withdrawal,7641.71,Internet Banking,23.06,171846
TN_7935,C_0154,09-05-22,Transfer,1543.56,ATM,64.2,473214
TN_7936,C_0155,09-05-22,Withdrawal,2457.8,ATM,54.15,101811
TN_7937,C_0156,09-05-22,Withdrawal,2607.17,ATM,45.21,189165
TN_7938,C_0157,09-05-22,Transfer,6133.45,ATM,25.53,153396
TN_7939,C_0158,09-05-22,Transfer,84.77,Internet Banking,21.48,805833
TN_7940,C_0159,09-05-22,Deposit,4756.3,Branch Banking,51.31,170598
TN_7941,C_0160,10-05-22,Withdrawal,5850.76,ATM,46.5,139837.5
TN_7942,C_0161,10-05-22,Deposit,2941.51,Mobile Banking,89.12,64596
TN_7943,C_0162,10-05-22,Transfer,2532.55,Mobile Banking,47.85,205381.5
TN_7944,C_0163,10-05-22,Deposit,1140.87,Mobile Banking,44.38,583327.5
TN_7945,C_0164,10-05-22,Withdrawal,3315.09,ATM,93.63,213373.5
TN_7946,C_0165,10-05-22,Deposit,1277.34,ATM,48.86,85261.5
