Account_SKey,Account_ID,Customer_ID,Account_Type,Balance,Account_Open Date,Account_End Date,Status 
SA_13376,AC_13376,C_0270,Fixed Deposit,27020.99,06-09-22,,Active
SA_13377,AC_13377,C_0543,Saving Account,9249.08,06-09-22,,Active
SA_13378,AC_13378,C_1146,Hire Purchase,12848.59,06-09-22,,Active
SA_13379,AC_13379,C_1147,Mortgages,77228.1,06-09-22,,Active
SA_13380,AC_13380,C_1148,Mortgages,31113.33,06-09-22,,Active
SA_13381,AC_13381,C_1149,Saving Account,11596.34,06-09-22,,Active
SA_13382,AC_13382,C_1150,Hire Purchase,21252.97,06-09-22,,Active
SA_13383,AC_13383,C_1151,Debit Card,77764.13,06-09-22,,Active
SA_13384,AC_13384,C_0453,Debit Card,154882.79,06-09-22,,Active
SA_13385,AC_13385,C_1377,Checking Account,56611.75,06-09-22,,Active
SA_13386,AC_13386,C_0207,Hire Purchase,13849.75,06-09-22,,Active
SA_13387,AC_13387,C_0563,Saving Account,39380.29,06-09-22,,Active
SA_13388,AC_13388,C_0962,Certificate of Deposit,59160.59,06-09-22,,Active
SA_13389,AC_13389,C_0655,Debit Card,51246.075,06-09-22,,Active
SA_13390,AC_13390,C_0048,Fixed Deposit,57144.825,06-09-22,,Active
SA_13391,AC_13391,C_1464,Saving Account,6845.33,07-09-22,,Active
SA_13392,AC_13392,C_0312,Credit Card,105439.61,07-09-22,,Active
SA_13393,AC_13393,C_0158,Debit Card,6904.7,07-09-22,,Active
SA_13394,AC_13394,C_0137,Credit Card,5526.87,07-09-22,,Active
SA_13395,AC_13395,C_1152,Credit Card,44430.94,07-09-22,,Active
SA_13396,AC_13396,C_1372,Certificate of Deposit,21454.76,07-09-22,,Active
SA_13397,AC_13397,C_0370,Credit Card,18469.94,07-09-22,,Active
SA_13398,AC_13398,C_0555,Hire Purchase,44430.94,07-09-22,,Active
SA_13399,AC_13399,C_1057,Fixed Deposit,2716.79,07-09-22,,Active
SA_13400,AC_13400,C_0272,Debit Card,9398.45,07-09-22,,Active
SA_13401,AC_13401,C_0626,Debit Card,18829.79,07-09-22,,Active
SA_13402,AC_13402,C_0954,Certificate of Deposit,25044.12,07-09-22,,Active
SA_13403,AC_13403,C_1424,Hire Purchase,41187.795,07-09-22,,Active
SA_13404,AC_13404,C_1288,Certificate of Deposit,79506.975,07-09-22,,Active
SA_13405,AC_13405,C_0071,Mortgages,107534.55,07-09-22,,Active
SA_13406,AC_13406,C_0929,Credit Card,131940.015,07-09-22,,Active
SA_13407,AC_13407,C_0621,Credit Card,188160.165,07-09-22,,Active
SA_13408,AC_13408,C_1262,Checking Account,27314.43,08-09-22,,Active
SA_13409,AC_13409,C_0639,Fixed Deposit,31726.76,08-09-22,,Active
SA_13410,AC_13410,C_0709,Mortgages,18169.19,08-09-22,,Active
SA_13411,AC_13411,C_1153,Saving Account,57784.39,08-09-22,,Active
SA_13412,AC_13412,C_1154,Checking Account,2603.66,08-09-22,,Active
SA_13413,AC_13413,C_1155,Mortgages,16627.15,08-09-22,,Active
SA_13414,AC_13414,C_1156,Checking Account,82950.04,08-09-22,,Active
SA_13415,AC_13415,C_1157,Fixed Deposit,2385.47,08-09-22,,Active
SA_13416,AC_13416,C_1158,Certificate of Deposit,22674.03,08-09-22,,Active
SA_13417,AC_13417,C_1159,Checking Account,33615.06,08-09-22,,Active
SA_13418,AC_13418,C_0639,Checking Account,1208.06,08-09-22,,Active
SA_13419,AC_13419,C_0626,Credit Card,14223.03,08-09-22,,Active
SA_13420,AC_13420,C_0345,Debit Card,83084.385,08-09-22,,Active
SA_13421,AC_13421,C_0220,Mortgages,47846.97,09-09-22,,Active
SA_13422,AC_13422,C_1140,Fixed Deposit,46452.14,09-09-22,,Active
SA_13423,AC_13423,C_0105,Hire Purchase,85108.08,09-09-22,,Active
SA_13424,AC_13424,C_1369,Debit Card,92941.82,09-09-22,,Active
SA_13425,AC_13425,C_0689,Fixed Deposit,99557.72,09-09-22,,Active
SA_13426,AC_13426,C_1160,Hire Purchase,23669.58,09-09-22,,Active
SA_13427,AC_13427,C_1161,Certificate of Deposit,14965.91,09-09-22,,Active
SA_13428,AC_13428,C_1162,Fixed Deposit,17541.06,09-09-22,,Active
SA_13429,AC_13429,C_1163,Saving Account,8837.34,09-09-22,,Active
SA_13430,AC_13430,C_1164,Checking Account,6507.7,09-09-22,,Active
SA_13431,AC_13431,C_0957,Credit Card,5252.57,09-09-22,,Active
SA_13432,AC_13432,C_1132,Checking Account,25398.03,09-09-22,,Active
SA_13433,AC_13433,C_1280,Saving Account,28681.8,09-09-22,,Active
SA_13434,AC_13434,C_0055,Checking Account,84927.42,09-09-22,,Active
SA_13435,AC_13435,C_0593,Hire Purchase,9347.83,09-09-22,,Active
SA_13436,AC_13436,C_0837,Certificate of Deposit,6525.63,09-09-22,,Active
SA_13437,AC_13437,C_0722,Saving Account,1446.15,09-09-22,,Active
SA_13438,AC_13438,C_0691,Fixed Deposit,29050.335,09-09-22,,Active
SA_13439,AC_13439,C_0742,Saving Account,93039.27,09-09-22,,Active
SA_13440,AC_13440,C_0305,Mortgages,8802.24,10-09-22,,Active
SA_13441,AC_13441,C_0820,Checking Account,93777.61,10-09-22,,Active
SA_13442,AC_13442,C_0298,Saving Account,14758.38,10-09-22,,Active
SA_13443,AC_13443,C_0051,Certificate of Deposit,11566.5,10-09-22,,Active
SA_13444,AC_13444,C_1130,Mortgages,55382.31,10-09-22,,Active
SA_13445,AC_13445,C_1165,Certificate of Deposit,16358.32,10-09-22,,Active
SA_13446,AC_13446,C_1166,Fixed Deposit,42181.68,10-09-22,,Active
SA_13447,AC_13447,C_1167,Saving Account,9061.01,10-09-22,,Active
SA_13448,AC_13448,C_1168,Checking Account,52648.77,10-09-22,,Active
SA_13449,AC_13449,C_1169,Mortgages,50290.76,10-09-22,,Active
SA_13450,AC_13450,C_1170,Mortgages,94786.37,10-09-22,,Active
SA_13451,AC_13451,C_1171,Credit Card,29501.46,10-09-22,,Active
SA_13452,AC_13452,C_0509,Credit Card,37520.39,10-09-22,,Active
SA_13453,AC_13453,C_0677,Saving Account,35052.06,10-09-22,,Active
SA_13454,AC_13454,C_1005,Mortgages,27754.62,10-09-22,,Active
SA_13455,AC_13455,C_0459,Debit Card,104969.505,10-09-22,,Active
SA_13456,AC_13456,C_1193,Mortgages,49048.13,11-09-22,,Active
SA_13457,AC_13457,C_0879,Certificate of Deposit,38820.41,11-09-22,,Active
SA_13458,AC_13458,C_0436,Checking Account,2994.25,11-09-22,,Active
SA_13459,AC_13459,C_0362,Mortgages,107185.54,11-09-22,,Active
SA_13460,AC_13460,C_1172,Checking Account,15006.48,11-09-22,,Active
SA_13461,AC_13461,C_1173,Saving Account,15013.76,11-09-22,,Active
SA_13462,AC_13462,C_1174,Checking Account,31920.69,11-09-22,,Active
SA_13463,AC_13463,C_0159,Saving Account,45686.41,11-09-22,,Active
SA_13464,AC_13464,C_0790,Mortgages,1081.38,11-09-22,,Active
SA_13465,AC_13465,C_1390,Certificate of Deposit,16140.255,11-09-22,,Active
SA_13466,AC_13466,C_0047,Credit Card,42593.22,11-09-22,,Active
SA_13467,AC_13467,C_0582,Checking Account,44861.58,11-09-22,,Active
SA_13468,AC_13468,C_1105,Debit Card,122586.975,11-09-22,,Active
SA_13469,AC_13469,C_1309,Fixed Deposit,288043.785,11-09-22,,Active
SA_13470,AC_13470,C_0726,Checking Account,2362.16,12-09-22,,Active
SA_13471,AC_13471,C_0463,Certificate of Deposit,131848.63,12-09-22,,Active
SA_13472,AC_13472,C_0954,Checking Account,9443.15,12-09-22,,Active
SA_13473,AC_13473,C_0965,Certificate of Deposit,9286.99,12-09-22,,Active
SA_13474,AC_13474,C_0077,Hire Purchase,9244.66,12-09-22,,Active
SA_13475,AC_13475,C_1469,Credit Card,88544.22,12-09-22,,Active
SA_13476,AC_13476,C_1159,Certificate of Deposit,6471.9,12-09-22,,Active
SA_13477,AC_13477,C_1175,Debit Card,161854.98,12-09-22,,Active
SA_13478,AC_13478,C_1176,Mortgages,148477.57,12-09-22,,Active
SA_13479,AC_13479,C_1177,Mortgages,88451.81,12-09-22,,Active
SA_13480,AC_13480,C_1157,Fixed Deposit,24636.06,12-09-22,,Active
SA_13481,AC_13481,C_0990,Credit Card,125213.72,12-09-22,,Active
SA_13482,AC_13482,C_0546,Hire Purchase,2858.19,12-09-22,,Active
SA_13483,AC_13483,C_0485,Debit Card,5890.725,12-09-22,,Active
SA_13484,AC_13484,C_0260,Checking Account,28837.14,12-09-22,,Active
SA_13485,AC_13485,C_1423,Hire Purchase,44579.205,12-09-22,,Active
SA_13486,AC_13486,C_0852,Mortgages,58160.61,12-09-22,,Active
SA_13487,AC_13487,C_0418,Debit Card,9667.85,13-09-22,,Active
SA_13488,AC_13488,C_0294,Checking Account,71276.7,13-09-22,,Active
SA_13489,AC_13489,C_1319,Credit Card,43254.96,13-09-22,,Active
SA_13490,AC_13490,C_0091,Certificate of Deposit,32031.95,13-09-22,,Active
SA_13491,AC_13491,C_1445,Certificate of Deposit,66668.78,13-09-22,,Active
SA_13492,AC_13492,C_1178,Credit Card,35992.01,13-09-22,,Active
SA_13493,AC_13493,C_1179,Checking Account,42972.72,13-09-22,,Active
SA_13494,AC_13494,C_1180,Credit Card,5709.07,13-09-22,,Active
SA_13495,AC_13495,C_1181,Fixed Deposit,1090.67,13-09-22,,Active
SA_13496,AC_13496,C_0252,Saving Account,10239.67,13-09-22,,Active
SA_13497,AC_13497,C_0824,Fixed Deposit,4887.16,13-09-22,,Active
SA_13498,AC_13498,C_1135,Credit Card,7851.015,13-09-22,,Active
SA_13499,AC_13499,C_0687,Credit Card,45518.43,13-09-22,,Active
SA_13500,AC_13500,C_0562,Checking Account,129412.965,13-09-22,,Active
SA_13501,AC_13501,C_0556,Credit Card,299113.785,13-09-22,,Active
SA_13502,AC_13502,C_0802,Checking Account,38773.74,14-09-22,,Active
SA_13503,AC_13503,C_0841,Mortgages,64849.74,14-09-22,,Active
SA_13504,AC_13504,C_0128,Saving Account,4347.79,14-09-22,,Active
SA_13505,AC_13505,C_0079,Debit Card,34725.59,14-09-22,,Active
SA_13506,AC_13506,C_1301,Fixed Deposit,14125.9,14-09-22,,Active
SA_13507,AC_13507,C_1182,Debit Card,86892.69,14-09-22,,Active
SA_13508,AC_13508,C_1183,Certificate of Deposit,78755.01,14-09-22,,Active
SA_13509,AC_13509,C_1184,Debit Card,23330.41,14-09-22,,Active
SA_13510,AC_13510,C_1143,Fixed Deposit,82688.19,14-09-22,,Active
SA_13511,AC_13511,C_1419,Hire Purchase,116511.12,14-09-22,,Active
SA_13512,AC_13512,C_0520,Hire Purchase,41511.86,14-09-22,,Active
SA_13513,AC_13513,C_0744,Hire Purchase,27022.94,14-09-22,,Active
SA_13514,AC_13514,C_0888,Mortgages,10562.39,14-09-22,,Active
SA_13515,AC_13515,C_1306,Mortgages,16717.11,14-09-22,,Active
SA_13516,AC_13516,C_0763,Mortgages,39597.2,14-09-22,,Active
SA_13517,AC_13517,C_1378,Checking Account,36131.985,14-09-22,,Active
SA_13518,AC_13518,C_1061,Credit Card,41916.345,14-09-22,,Active
SA_13519,AC_13519,C_1399,Debit Card,54026.235,14-09-22,,Active
SA_13520,AC_13520,C_0901,Credit Card,69051.15,14-09-22,,Active
SA_13521,AC_13521,C_0634,Certificate of Deposit,89384.595,14-09-22,,Active
SA_13522,AC_13522,C_1354,Hire Purchase,17595.19,15-09-22,,Active
SA_13523,AC_13523,C_0107,Fixed Deposit,12616.44,15-09-22,,Active
SA_13524,AC_13524,C_1029,Mortgages,24177.3,15-09-22,,Active
SA_13525,AC_13525,C_0444,Saving Account,18907.19,15-09-22,,Active
SA_13526,AC_13526,C_0116,Fixed Deposit,42773.9,15-09-22,,Active
SA_13527,AC_13527,C_1185,Hire Purchase,65433.7,15-09-22,,Active
SA_13528,AC_13528,C_1186,Hire Purchase,31066.94,15-09-22,,Active
SA_13529,AC_13529,C_1187,Credit Card,33535.24,15-09-22,,Active
SA_13530,AC_13530,C_0700,Credit Card,10229.63,15-09-22,,Active
SA_13531,AC_13531,C_0800,Hire Purchase,44752.01,15-09-22,,Active
SA_13532,AC_13532,C_1042,Certificate of Deposit,17715.69,15-09-22,,Active
SA_13533,AC_13533,C_0237,Mortgages,77908.67,15-09-22,,Active
SA_13534,AC_13534,C_0316,Hire Purchase,15452.89,15-09-22,,Active
SA_13535,AC_13535,C_1141,Saving Account,13229.85,15-09-22,,Active
SA_13536,AC_13536,C_0869,Saving Account,59395.8,15-09-22,,Active
SA_13537,AC_13537,C_0377,Mortgages,129110.76,15-09-22,,Active
SA_13538,AC_13538,C_1232,Debit Card,134860.035,15-09-22,,Active
SA_13539,AC_13539,C_0648,Credit Card,22666.77,16-09-22,,Active
SA_13540,AC_13540,C_1179,Mortgages,9564.07,16-09-22,,Active
SA_13541,AC_13541,C_0343,Mortgages,4012.37,16-09-22,,Active
SA_13542,AC_13542,C_1016,Hire Purchase,30894.09,16-09-22,,Active
SA_13543,AC_13543,C_1188,Debit Card,40857.78,16-09-22,,Active
SA_13544,AC_13544,C_1189,Fixed Deposit,43234.21,16-09-22,,Active
SA_13545,AC_13545,C_0941,Credit Card,50507.35,16-09-22,,Active
SA_13546,AC_13546,C_0830,Checking Account,99557.72,16-09-22,,Active
SA_13547,AC_13547,C_0816,Certificate of Deposit,5055.31,16-09-22,,Active
SA_13548,AC_13548,C_0794,Fixed Deposit,6038.955,16-09-22,,Active
SA_13549,AC_13549,C_0434,Credit Card,13267.305,16-09-22,,Active
SA_13550,AC_13550,C_1497,Checking Account,25998.075,16-09-22,,Active
SA_13551,AC_13551,C_0884,Debit Card,40096.68,16-09-22,,Active
SA_13552,AC_13552,C_1280,Debit Card,43022.7,16-09-22,,Active
SA_13553,AC_13553,C_1382,Credit Card,51602.925,16-09-22,,Active
SA_13554,AC_13554,C_1489,Fixed Deposit,298041.3,16-09-22,,Active
SA_13555,AC_13555,C_1264,Checking Account,68927.97,17-09-22,,Active
SA_13556,AC_13556,C_0806,Mortgages,116522.47,17-09-22,,Active
SA_13557,AC_13557,C_1184,Saving Account,49374.99,17-09-22,,Active
SA_13558,AC_13558,C_0163,Credit Card,4120.66,17-09-22,,Active
SA_13559,AC_13559,C_0538,Checking Account,79178.31,17-09-22,,Active
SA_13560,AC_13560,C_1190,Checking Account,37604.23,17-09-22,,Active
SA_13561,AC_13561,C_1191,Certificate of Deposit,10229.63,17-09-22,,Active
SA_13562,AC_13562,C_1192,Mortgages,9178.75,17-09-22,,Active
SA_13563,AC_13563,C_1193,Certificate of Deposit,47745.75,17-09-22,,Active
SA_13564,AC_13564,C_1194,Fixed Deposit,71009.84,17-09-22,,Active
SA_13565,AC_13565,C_1195,Credit Card,43526.55,17-09-22,,Active
SA_13566,AC_13566,C_1196,Saving Account,28676.72,17-09-22,,Active
SA_13567,AC_13567,C_1197,Mortgages,55409.56,17-09-22,,Active
SA_13568,AC_13568,C_0599,Credit Card,21688.92,17-09-22,,Active
SA_13569,AC_13569,C_0065,Checking Account,176922,17-09-22,,Active
SA_13570,AC_13570,C_0224,Certificate of Deposit,3691.67,18-09-22,,Active
SA_13571,AC_13571,C_0713,Certificate of Deposit,55163.34,18-09-22,,Active
SA_13572,AC_13572,C_0834,Credit Card,62472.65,18-09-22,,Active
SA_13573,AC_13573,C_1198,Credit Card,18601.06,18-09-22,,Active
SA_13574,AC_13574,C_1199,Certificate of Deposit,74284.35,18-09-22,,Active
SA_13575,AC_13575,C_1200,Hire Purchase,7924.91,18-09-22,,Active
SA_13576,AC_13576,C_0449,Debit Card,48502.88,18-09-22,,Active
SA_13577,AC_13577,C_0687,Checking Account,35992.01,18-09-22,,Active
SA_13578,AC_13578,C_0869,Saving Account,39597.2,18-09-22,,Active
SA_13579,AC_13579,C_0581,Certificate of Deposit,42635.27,18-09-22,,Active
SA_13580,AC_13580,C_0729,Checking Account,7614.4,18-09-22,,Active
SA_13581,AC_13581,C_0335,Credit Card,21836.43,18-09-22,,Active
SA_13582,AC_13582,C_0519,Debit Card,48886.53,18-09-22,,Active
SA_13583,AC_13583,C_0072,Fixed Deposit,88070.94,18-09-22,,Active
SA_13584,AC_13584,C_0192,Hire Purchase,48396.17,19-09-22,,Active
SA_13585,AC_13585,C_0964,Hire Purchase,51614.58,19-09-22,,Active
SA_13586,AC_13586,C_0303,Debit Card,15690.97,19-09-22,,Active
SA_13587,AC_13587,C_1064,Hire Purchase,40691.52,19-09-22,,Active
SA_13588,AC_13588,C_1468,Checking Account,33024.7,19-09-22,,Active
SA_13589,AC_13589,C_0080,Fixed Deposit,7039.42,19-09-22,,Active
SA_13590,AC_13590,C_1201,Certificate of Deposit,2479.52,19-09-22,,Active
SA_13591,AC_13591,C_1202,Checking Account,105409.31,19-09-22,,Active
SA_13592,AC_13592,C_1423,Hire Purchase,29719.47,19-09-22,,Active
SA_13593,AC_13593,C_0770,Debit Card,43488.59,19-09-22,,Active
SA_13594,AC_13594,C_0697,Checking Account,74025.585,19-09-22,,Active
SA_13595,AC_13595,C_0376,Mortgages,272521.485,19-09-22,,Active
SA_13596,AC_13596,C_0211,Fixed Deposit,9161.15,20-09-22,,Active
SA_13597,AC_13597,C_0068,Mortgages,19089.33,20-09-22,,Active
SA_13598,AC_13598,C_1142,Mortgages,64757.52,20-09-22,,Active
SA_13599,AC_13599,C_1329,Saving Account,39603.99,20-09-22,,Active
SA_13600,AC_13600,C_1203,Saving Account,10872.02,20-09-22,,Active
SA_13601,AC_13601,C_1204,Fixed Deposit,78004.29,20-09-22,,Active
SA_13602,AC_13602,C_1205,Fixed Deposit,12238.08,20-09-22,,Active
SA_13603,AC_13603,C_1206,Debit Card,41266.34,20-09-22,,Active
SA_13604,AC_13604,C_1207,Fixed Deposit,75332.4,20-09-22,,Active
SA_13605,AC_13605,C_0649,Debit Card,26551.11,20-09-22,,Active
SA_13606,AC_13606,C_0768,Checking Account,13139.08,20-09-22,,Active
SA_13607,AC_13607,C_0708,Credit Card,119565.34,20-09-22,,Active
SA_13608,AC_13608,C_0136,Hire Purchase,91237.59,20-09-22,,Active
SA_13609,AC_13609,C_0379,Fixed Deposit,3796.515,20-09-22,,Active
SA_13610,AC_13610,C_0226,Fixed Deposit,43439.7,20-09-22,,Active
SA_13611,AC_13611,C_0446,Checking Account,120284.85,20-09-22,,Active
SA_13612,AC_13612,C_0829,Credit Card,41704.56,21-09-22,,Active
SA_13613,AC_13613,C_1406,Hire Purchase,30436.38,21-09-22,,Active
SA_13614,AC_13614,C_0474,Credit Card,40200.6,21-09-22,,Active
SA_13615,AC_13615,C_0877,Fixed Deposit,76181.33,21-09-22,,Active
SA_13616,AC_13616,C_0950,Hire Purchase,10562.39,21-09-22,,Active
SA_13617,AC_13617,C_0120,Credit Card,28479.55,21-09-22,,Active
SA_13618,AC_13618,C_0627,Fixed Deposit,103792.53,21-09-22,,Active
SA_13619,AC_13619,C_1208,Certificate of Deposit,6844.11,21-09-22,,Active
SA_13620,AC_13620,C_1209,Saving Account,22756.57,21-09-22,,Active
SA_13621,AC_13621,C_1210,Saving Account,85726.19,21-09-22,,Active
SA_13622,AC_13622,C_1211,Fixed Deposit,18687.01,21-09-22,,Active
SA_13623,AC_13623,C_1212,Mortgages,32589.89,21-09-22,,Active
SA_13624,AC_13624,C_0456,Credit Card,40487.71,21-09-22,,Active
SA_13625,AC_13625,C_0192,Mortgages,10239.67,21-09-22,,Active
SA_13626,AC_13626,C_0533,Certificate of Deposit,51487.035,21-09-22,,Active
SA_13627,AC_13627,C_0448,Hire Purchase,125393.685,21-09-22,,Active
SA_13628,AC_13628,C_0664,Checking Account,61587.63,22-09-22,,Active
SA_13629,AC_13629,C_1213,Fixed Deposit,5436,22-09-22,,Active
SA_13630,AC_13630,C_1214,Credit Card,10671.26,22-09-22,,Active
SA_13631,AC_13631,C_1215,Checking Account,133589.87,22-09-22,,Active
SA_13632,AC_13632,C_1216,Checking Account,124830.11,22-09-22,,Active
SA_13633,AC_13633,C_1217,Checking Account,10218.7,22-09-22,,Active
SA_13634,AC_13634,C_1218,Mortgages,6967.51,22-09-22,,Active
SA_13635,AC_13635,C_0595,Checking Account,78310.04,22-09-22,,Active
SA_13636,AC_13636,C_0870,Certificate of Deposit,79178.31,22-09-22,,Active
SA_13637,AC_13637,C_0978,Certificate of Deposit,155516.35,22-09-22,,Active
SA_13638,AC_13638,C_0311,Saving Account,27726.59,22-09-22,,Active
SA_13639,AC_13639,C_0734,Credit Card,43176.47,22-09-22,,Active
SA_13640,AC_13640,C_0419,Saving Account,29462.775,22-09-22,,Active
SA_13641,AC_13641,C_0936,Checking Account,47882.415,22-09-22,,Active
SA_13642,AC_13642,C_0273,Certificate of Deposit,103284.63,22-09-22,,Active
SA_13643,AC_13643,C_1077,Checking Account,133779.9,22-09-22,,Active
SA_13644,AC_13644,C_1289,Fixed Deposit,243895.725,22-09-22,,Active
SA_13645,AC_13645,C_0869,Mortgages,197923.05,23-09-22,,Active
SA_13646,AC_13646,C_0916,Saving Account,50111.16,23-09-22,,Active
SA_13647,AC_13647,C_0769,Mortgages,188382.77,23-09-22,,Active
SA_13648,AC_13648,C_0460,Checking Account,130717.22,23-09-22,,Active
SA_13649,AC_13649,C_1250,Credit Card,12964.93,23-09-22,,Active
SA_13650,AC_13650,C_1219,Mortgages,33299.64,23-09-22,,Active
SA_13651,AC_13651,C_1220,Saving Account,39881.74,23-09-22,,Active
SA_13652,AC_13652,C_1221,Hire Purchase,96409.06,23-09-22,,Active
SA_13653,AC_13653,C_1222,Checking Account,36528.38,23-09-22,,Active
SA_13654,AC_13654,C_1223,Debit Card,9482.02,23-09-22,,Active
SA_13655,AC_13655,C_1224,Fixed Deposit,4576.45,23-09-22,,Active
SA_13656,AC_13656,C_1225,Credit Card,33899.52,23-09-22,,Active
SA_13657,AC_13657,C_1226,Certificate of Deposit,26280.36,23-09-22,,Active
SA_13658,AC_13658,C_0486,Saving Account,62026.18,23-09-22,,Active
SA_13659,AC_13659,C_0942,Debit Card,13161.66,23-09-22,,Active
SA_13660,AC_13660,C_0171,Saving Account,3331.8,23-09-22,,Active
SA_13661,AC_13661,C_0534,Saving Account,30691.82,23-09-22,,Active
SA_13662,AC_13662,C_1028,Hire Purchase,78153.42,23-09-22,,Active
SA_13663,AC_13663,C_0507,Fixed Deposit,10908.33,24-09-22,,Active
SA_13664,AC_13664,C_1060,Mortgages,32324.22,24-09-22,,Active
SA_13665,AC_13665,C_1227,Saving Account,78469.73,24-09-22,,Active
SA_13666,AC_13666,C_1228,Certificate of Deposit,23072.45,24-09-22,,Active
SA_13667,AC_13667,C_1229,Debit Card,30981.38,24-09-22,,Active
SA_13668,AC_13668,C_1230,Credit Card,55886.74,24-09-22,,Active
SA_13669,AC_13669,C_1231,Checking Account,21351.4,24-09-22,,Active
SA_13670,AC_13670,C_1232,Debit Card,47072.67,24-09-22,,Active
SA_13671,AC_13671,C_1233,Checking Account,19832.01,24-09-22,,Active
SA_13672,AC_13672,C_0563,Hire Purchase,33350.26,24-09-22,,Active
SA_13673,AC_13673,C_0605,Checking Account,69586.27,24-09-22,,Active
SA_13674,AC_13674,C_1081,Fixed Deposit,24435.72,24-09-22,,Active
SA_13675,AC_13675,C_1226,Fixed Deposit,119014.87,24-09-22,,Active
SA_13676,AC_13676,C_0109,Fixed Deposit,66462.79,24-09-22,,Active
SA_13677,AC_13677,C_0194,Credit Card,27944.23,24-09-22,,Active
SA_13678,AC_13678,C_0227,Mortgages,40186.04,24-09-22,,Active
SA_13679,AC_13679,C_0235,Mortgages,16824.6,24-09-22,,Active
SA_13680,AC_13680,C_0451,Debit Card,37892.43,24-09-22,,Active
SA_13681,AC_13681,C_1099,Saving Account,20969.32,24-09-22,,Active
SA_13682,AC_13682,C_1341,Debit Card,113533.08,24-09-22,,Active
SA_13683,AC_13683,C_0573,Checking Account,94786.37,24-09-22,,Active
SA_13684,AC_13684,C_0327,Debit Card,199970.74,24-09-22,,Active
SA_13685,AC_13685,C_0420,Hire Purchase,13607.565,24-09-22,,Active
SA_13686,AC_13686,C_1469,Credit Card,35515.35,24-09-22,,Active
SA_13687,AC_13687,C_0032,Checking Account,47704.38,24-09-22,,Active
SA_13688,AC_13688,C_0418,Hire Purchase,61153.935,24-09-22,,Active
SA_13689,AC_13689,C_1026,Credit Card,70907.505,24-09-22,,Active
SA_13690,AC_13690,C_1030,Certificate of Deposit,80032.11,24-09-22,,Active
SA_13691,AC_13691,C_1044,Hire Purchase,136582.905,24-09-22,,Active
SA_13692,AC_13692,C_0774,Mortgages,31802.92,25-09-22,,Active
SA_13693,AC_13693,C_0753,Checking Account,14835.01,25-09-22,,Active
SA_13694,AC_13694,C_0583,Credit Card,46034.1,25-09-22,,Active
SA_13695,AC_13695,C_0851,Debit Card,19378.62,25-09-22,,Active
SA_13696,AC_13696,C_0815,Credit Card,80558.45,25-09-22,,Active
SA_13697,AC_13697,C_1234,Certificate of Deposit,24020.29,25-09-22,,Active
SA_13698,AC_13698,C_1235,Saving Account,177524.19,25-09-22,,Active
SA_13699,AC_13699,C_1236,Saving Account,1208.06,25-09-22,,Active
SA_13700,AC_13700,C_1237,Certificate of Deposit,4846.57,25-09-22,,Active
SA_13701,AC_13701,C_1238,Credit Card,64330.34,25-09-22,,Active
SA_13702,AC_13702,C_1239,Checking Account,8245.73,25-09-22,,Active
SA_13703,AC_13703,C_1240,Mortgages,96844.75,25-09-22,,Active
SA_13704,AC_13704,C_1241,Fixed Deposit,104169.39,25-09-22,,Active
SA_13705,AC_13705,C_1242,Mortgages,18897.91,25-09-22,,Active
SA_13706,AC_13706,C_1243,Certificate of Deposit,58655.75,25-09-22,,Active
SA_13707,AC_13707,C_0789,Credit Card,30778.33,25-09-22,,Active
SA_13708,AC_13708,C_1260,Debit Card,10903.24,25-09-22,,Active
SA_13709,AC_13709,C_0607,Hire Purchase,78004.29,25-09-22,,Active
SA_13710,AC_13710,C_0822,Hire Purchase,19287.92,25-09-22,,Active
SA_13711,AC_13711,C_0254,Certificate of Deposit,60167.62,25-09-22,,Active
SA_13712,AC_13712,C_0809,Debit Card,33630.51,25-09-22,,Active
SA_13713,AC_13713,C_0721,Certificate of Deposit,34614.645,25-09-22,,Active
SA_13714,AC_13714,C_0718,Mortgages,44781.96,25-09-22,,Active
SA_13715,AC_13715,C_0618,Mortgages,67459.545,25-09-22,,Active
SA_13716,AC_13716,C_1396,Fixed Deposit,81710.4,25-09-22,,Active
SA_13717,AC_13717,C_1298,Credit Card,92033.31,25-09-22,,Active
SA_13718,AC_13718,C_1049,Checking Account,129887.79,25-09-22,,Active
SA_13719,AC_13719,C_0861,Checking Account,85187.91,26-09-22,,Active
SA_13720,AC_13720,C_0724,Mortgages,145524.36,26-09-22,,Active
SA_13721,AC_13721,C_1238,Checking Account,44155.19,26-09-22,,Active
SA_13722,AC_13722,C_0806,Saving Account,123207.17,26-09-22,,Active
SA_13723,AC_13723,C_1244,Mortgages,91674.56,26-09-22,,Active
SA_13724,AC_13724,C_1245,Mortgages,89727.27,26-09-22,,Active
SA_13725,AC_13725,C_0108,Certificate of Deposit,35898.96,26-09-22,,Active
SA_13726,AC_13726,C_1062,Certificate of Deposit,50527.47,26-09-22,,Active
SA_13727,AC_13727,C_1500,Debit Card,28189.39,26-09-22,,Active
SA_13728,AC_13728,C_0567,Saving Account,20981.07,26-09-22,,Active
SA_13729,AC_13729,C_0617,Certificate of Deposit,1401.43,26-09-22,,Active
SA_13730,AC_13730,C_1008,Debit Card,1012.62,26-09-22,,Active
SA_13731,AC_13731,C_0577,Certificate of Deposit,3476.115,26-09-22,,Active
SA_13732,AC_13732,C_0076,Saving Account,13267.305,26-09-22,,Active
