Customer_Skey,Customer_ID,Branch_ID,Employee_ID,Age,Age_Level,Occupation,Income,Income_Level,Record_Created Datetime,Record_Modifed Datetime
SC_0902,C_0902,B_11,E_059,27,Adult,Student,112158,Middle class,22-11-20,
SC_0903,C_0903,B_2,E_005,8,Youth,Student,38629,Low income,22-11-20,
SC_0904,C_0904,B_5,E_014,44,Middle Aged,Self-employed,61838,Middle class,23-11-20,
SC_0905,C_0905,B_2,E_117,56,Middle Aged,Employed,290286,Highest tax brackets,23-11-20,
SC_0906,C_0906,B_8,E_053,37,Middle Aged,Employed,143069,Upper middle class,23-11-20,
SC_0907,C_0907,B_10,E_071,36,Middle Aged,Retired,145714,Upper middle class,25-11-20,
SC_0908,C_0908,B_6,E_054,42,Middle Aged,Retired,285570,Highest tax brackets,25-11-20,
SC_0909,C_0909,B_13,E_111,35,Middle Aged,Employed,399705,Highest tax brackets,25-11-20,
SC_0910,C_0910,B_1,E_115,22,Adult,Student,186224,High income,26-11-20,
SC_0911,C_0911,B_9,E_086,29,Adult,Unemployed,172918,High income,27-11-20,
SC_0912,C_0912,B_11,E_040,58,Middle Aged,Employed,198270,High income,28-11-20,
SC_0913,C_0913,B_11,E_040,36,Middle Aged,Employed,307767,Highest tax brackets,28-11-20,
SC_0914,C_0914,B_15,E_113,48,Middle Aged,Employed,208630,Highest tax brackets,28-11-20,
SC_0915,C_0915,B_10,E_013,18,Adult,Unemployed,169002,High income,30-11-20,
SC_0916,C_0916,B_12,E_073,10,Youth,Student,186369,High income,01-12-20,
SC_0917,C_0917,B_5,E_014,15,Youth,Student,99203,Middle class,01-12-20,
SC_0918,C_0918,B_3,E_063,24,Adult,Employed,197836,High income,01-12-20,
SC_0919,C_0919,B_10,E_145,20,Adult,Employed,140136,Upper middle class,02-12-20,
SC_0920,C_0920,B_10,E_013,19,Adult,Employed,402230,Highest tax brackets,02-12-20,
SC_0921,C_0921,B_8,E_083,20,Adult,Student,167159,High income,04-12-20,
SC_0922,C_0922,B_11,E_032,39,Middle Aged,Employed,116409,Middle class,04-12-20,
SC_0923,C_0923,B_8,E_135,42,Middle Aged,Self-employed,105161,Middle class,04-12-20,
SC_0924,C_0924,B_12,E_025,28,Adult,Unemployed,263908,Highest tax brackets,04-12-20,
SC_0925,C_0925,B_1,E_122,11,Youth,Student,189565,High income,04-12-20,
SC_0926,C_0926,B_12,E_009,17,Youth,Student,22405,Low income,05-12-20,
SC_0927,C_0927,B_5,E_031,43,Middle Aged,Employed,27457,Low income,05-12-20,
SC_0928,C_0928,B_2,E_098,91,Senior,Retired,240988,Highest tax brackets,06-12-20,
SC_0929,C_0929,B_10,E_013,55,Middle Aged,Employed,41017,Low income,06-12-20,
SC_0930,C_0930,B_11,E_126,43,Middle Aged,Self-employed,214498,Highest tax brackets,06-12-20,
SC_0931,C_0931,B_1,E_020,45,Middle Aged,Retired,186361,High income,06-12-20,
SC_0932,C_0932,B_5,E_116,24,Adult,Student,165799,High income,06-12-20,
SC_0933,C_0933,B_3,E_144,15,Youth,Student,26698,Low income,06-12-20,
SC_0934,C_0934,B_6,E_137,26,Adult,Unemployed,165416,High income,08-12-20,
SC_0935,C_0935,B_11,E_120,34,Middle Aged,Employed,226497,Highest tax brackets,08-12-20,
SC_0936,C_0936,B_10,E_043,38,Middle Aged,Employed,99516,Middle class,09-12-20,
SC_0937,C_0937,B_13,E_068,41,Middle Aged,Employed,177287,High income,09-12-20,
SC_0938,C_0938,B_11,E_084,24,Adult,Employed,27385,Low income,11-12-20,
SC_0939,C_0939,B_13,E_081,12,Youth,Student,147452,Upper middle class,11-12-20,
SC_0940,C_0940,B_7,E_022,36,Middle Aged,Employed,144334,Upper middle class,12-12-20,
SC_0941,C_0941,B_15,E_113,42,Middle Aged,Employed,217926,Highest tax brackets,12-12-20,
SC_0942,C_0942,B_5,E_024,36,Middle Aged,Employed,153312,High income,13-12-20,
SC_0943,C_0943,B_11,E_084,19,Adult,Unemployed,126822,Middle class,13-12-20,
SC_0944,C_0944,B_1,E_133,56,Middle Aged,Retired,51415,Middle class,13-12-20,
SC_0945,C_0945,B_10,E_012,26,Adult,Student,171886,High income,13-12-20,
SC_0946,C_0946,B_9,E_112,25,Adult,Student,21631,Low income,13-12-20,
SC_0947,C_0947,B_6,E_076,27,Adult,Unemployed,279337,Highest tax brackets,14-12-20,
SC_0948,C_0948,B_8,E_066,14,Youth,Student,115085,Middle class,14-12-20,
SC_0949,C_0949,B_10,E_043,49,Middle Aged,Employed,453233,Highest tax brackets,14-12-20,
SC_0950,C_0950,B_8,E_051,79,Senior,Self-employed,400943,Highest tax brackets,14-12-20,
SC_0951,C_0951,B_11,E_059,47,Middle Aged,Retired,226883,Highest tax brackets,14-12-20,
SC_0952,C_0952,B_12,E_036,40,Middle Aged,Employed,138050,Middle class,14-12-20,
SC_0953,C_0953,B_1,E_101,44,Middle Aged,Retired,204585,Highest tax brackets,15-12-20,
SC_0954,C_0954,B_10,E_109,14,Youth,Student,22055,Low income,15-12-20,
SC_0955,C_0955,B_6,E_021,20,Adult,Employed,198841,High income,16-12-20,
SC_0956,C_0956,B_10,E_079,15,Youth,Student,67244,Middle class,16-12-20,
SC_0957,C_0957,B_7,E_097,66,Senior,Self-employed,75785,Middle class,16-12-20,
SC_0958,C_0958,B_10,E_012,22,Adult,Student,85423,Middle class,16-12-20,
SC_0959,C_0959,B_7,E_022,27,Adult,Employed,134724,Middle class,17-12-20,
SC_0960,C_0960,B_5,E_061,21,Adult,Employed,109567,Middle class,17-12-20,
SC_0961,C_0961,B_3,E_075,44,Middle Aged,Employed,132053,Middle class,17-12-20,
SC_0962,C_0962,B_5,E_024,78,Senior,Retired,157413,High income,17-12-20,
SC_0963,C_0963,B_12,E_131,64,Senior,Retired,238567,Highest tax brackets,17-12-20,
SC_0964,C_0964,B_1,E_115,10,Youth,Student,153133,High income,18-12-20,
SC_0965,C_0965,B_3,E_144,40,Middle Aged,Retired,186256,High income,18-12-20,
SC_0966,C_0966,B_9,E_112,9,Youth,Student,26026,Low income,18-12-20,
SC_0967,C_0967,B_15,E_064,21,Adult,Employed,131819,Middle class,18-12-20,
SC_0968,C_0968,B_13,E_068,37,Middle Aged,Self-employed,141584,Upper middle class,19-12-20,
SC_0969,C_0969,B_8,E_083,49,Middle Aged,Retired,245121,Highest tax brackets,19-12-20,
SC_0970,C_0970,B_7,E_011,17,Youth,Employed,22502,Low income,20-12-20,
SC_0971,C_0971,B_2,E_005,19,Adult,Unemployed,23778,Low income,20-12-20,
SC_0972,C_0972,B_8,E_051,43,Middle Aged,Retired,380922,Highest tax brackets,20-12-20,
SC_0973,C_0973,B_6,E_140,85,Senior,Retired,173651,High income,20-12-20,
SC_0974,C_0974,B_13,E_110,12,Youth,Student,191137,High income,21-12-20,
SC_0975,C_0975,B_1,E_147,29,Adult,Employed,217006,Highest tax brackets,21-12-20,
SC_0976,C_0976,B_9,E_082,26,Adult,Employed,22211,Low income,21-12-20,
SC_0977,C_0977,B_8,E_053,87,Senior,Retired,57711,Middle class,22-12-20,
SC_0978,C_0978,B_15,E_113,16,Youth,Student,123190,Middle class,24-12-20,
SC_0979,C_0979,B_10,E_145,18,Adult,Employed,110028,Middle class,24-12-20,
SC_0980,C_0980,B_7,E_146,22,Adult,Employed,174102,High income,24-12-20,
SC_0981,C_0981,B_13,E_111,52,Middle Aged,Self-employed,183249,High income,24-12-20,
SC_0982,C_0982,B_15,E_019,15,Youth,Student,24018,Low income,25-12-20,
SC_0983,C_0983,B_5,E_108,45,Middle Aged,Employed,49665,Middle class,25-12-20,
SC_0984,C_0984,B_12,E_131,41,Middle Aged,Self-employed,210438,Highest tax brackets,25-12-20,
SC_0985,C_0985,B_3,E_034,40,Middle Aged,Employed,53373,Middle class,25-12-20,
SC_0986,C_0986,B_8,E_051,11,Youth,Student,29570,Low income,25-12-20,
SC_0987,C_0987,B_3,E_075,63,Senior,Retired,273457,Highest tax brackets,25-12-20,
SC_0988,C_0988,B_5,E_014,41,Middle Aged,Self-employed,165949,High income,26-12-20,
SC_0989,C_0989,B_4,E_085,17,Youth,Student,142152,Upper middle class,27-12-20,
SC_0990,C_0990,B_3,E_018,28,Adult,Employed,189203,High income,27-12-20,
SC_0991,C_0991,B_10,E_132,46,Middle Aged,Employed,179089,High income,27-12-20,
SC_0992,C_0992,B_5,E_014,28,Adult,Employed,53956,Middle class,28-12-20,
SC_0993,C_0993,B_2,E_049,75,Senior,Retired,77816,Middle class,28-12-20,
SC_0994,C_0994,B_5,E_024,49,Middle Aged,Retired,74593,Middle class,28-12-20,
SC_0995,C_0995,B_9,E_086,26,Adult,Unemployed,196158,High income,28-12-20,
SC_0996,C_0996,B_4,E_094,62,Senior,Self-employed,28544,Low income,28-12-20,
SC_0997,C_0997,B_2,E_049,13,Youth,Student,66246,Middle class,29-12-20,
SC_0998,C_0998,B_11,E_007,37,Middle Aged,Retired,152328,High income,30-12-20,
SC_0999,C_0999,B_5,E_024,10,Youth,Student,120277,Middle class,30-12-20,
SC_1000,C_1000,B_13,E_008,34,Middle Aged,Employed,180278,High income,30-12-20,
SC_1001,C_1001,B_8,E_066,21,Adult,Unemployed,426589,Highest tax brackets,01-01-21,
SC_1002,C_1002,B_15,E_113,89,Senior,Retired,111558,Middle class,02-01-21,
SC_1003,C_1003,B_7,E_097,51,Middle Aged,Employed,243203,Highest tax brackets,02-01-21,
SC_1004,C_1004,B_2,E_098,18,Adult,Employed,195686,High income,02-01-21,
SC_1005,C_1005,B_14,E_052,51,Middle Aged,Employed,226696,Highest tax brackets,03-01-21,
SC_1006,C_1006,B_15,E_088,51,Middle Aged,Employed,118058,Middle class,03-01-21,
SC_1007,C_1007,B_6,E_033,31,Middle Aged,Self-employed,172237,High income,03-01-21,
SC_1008,C_1008,B_14,E_069,48,Middle Aged,Employed,114074,Middle class,04-01-21,
SC_1009,C_1009,B_13,E_149,23,Adult,Unemployed,171589,High income,04-01-21,
SC_1010,C_1010,B_11,E_062,29,Adult,Student,184271,High income,04-01-21,
SC_1011,C_1011,B_9,E_082,93,Senior,Retired,218724,Highest tax brackets,04-01-21,
SC_1012,C_1012,B_12,E_131,11,Youth,Student,134190,Middle class,05-01-21,
SC_1013,C_1013,B_1,E_129,11,Youth,Student,181964,High income,05-01-21,
SC_1014,C_1014,B_1,E_101,35,Middle Aged,Employed,385330,Highest tax brackets,06-01-21,
SC_1015,C_1015,B_11,E_032,55,Middle Aged,Retired,242406,Highest tax brackets,06-01-21,
SC_1016,C_1016,B_8,E_051,19,Adult,Unemployed,107584,Middle class,07-01-21,
SC_1017,C_1017,B_7,E_011,34,Middle Aged,Employed,127892,Middle class,08-01-21,
SC_1018,C_1018,B_13,E_008,38,Middle Aged,Employed,160261,High income,08-01-21,
SC_1019,C_1019,B_10,E_124,20,Adult,Employed,285200,Highest tax brackets,08-01-21,
SC_1020,C_1020,B_7,E_130,8,Youth,Student,153254,High income,09-01-21,
SC_1021,C_1021,B_15,E_091,21,Adult,Employed,294672,Highest tax brackets,09-01-21,
SC_1022,C_1022,B_12,E_057,22,Adult,Unemployed,145924,Upper middle class,09-01-21,
SC_1023,C_1023,B_15,E_091,53,Middle Aged,Retired,280005,Highest tax brackets,09-01-21,
SC_1024,C_1024,B_15,E_091,51,Middle Aged,Retired,66893,Middle class,11-01-21,
SC_1025,C_1025,B_5,E_108,10,Youth,Student,47039,Middle class,11-01-21,
SC_1026,C_1026,B_6,E_065,31,Middle Aged,Self-employed,36186,Low income,11-01-21,
SC_1027,C_1027,B_12,E_136,35,Middle Aged,Self-employed,159383,High income,12-01-21,
SC_1028,C_1028,B_14,E_119,15,Youth,Student,192010,High income,12-01-21,
SC_1029,C_1029,B_10,E_125,84,Senior,Self-employed,216479,Highest tax brackets,13-01-21,
SC_1030,C_1030,B_10,E_089,28,Adult,Employed,274680,Highest tax brackets,13-01-21,
SC_1031,C_1031,B_1,E_139,52,Middle Aged,Unemployed,211345,Highest tax brackets,14-01-21,
SC_1032,C_1032,B_13,E_111,45,Middle Aged,Unemployed,203561,Highest tax brackets,14-01-21,
SC_1033,C_1033,B_10,E_079,58,Middle Aged,Employed,170815,High income,15-01-21,
SC_1034,C_1034,B_14,E_142,42,Middle Aged,Retired,200565,Highest tax brackets,16-01-21,
SC_1035,C_1035,B_3,E_075,37,Middle Aged,Retired,89655,Middle class,17-01-21,
SC_1036,C_1036,B_13,E_026,18,Adult,Employed,234195,Highest tax brackets,17-01-21,
SC_1037,C_1037,B_7,E_011,51,Middle Aged,Unemployed,98466,Middle class,17-01-21,
SC_1038,C_1038,B_9,E_118,21,Adult,Employed,191437,High income,17-01-21,
SC_1039,C_1039,B_13,E_068,40,Middle Aged,Employed,77792,Middle class,17-01-21,
SC_1040,C_1040,B_1,E_115,16,Youth,Student,134181,Middle class,18-01-21,
SC_1041,C_1041,B_1,E_060,26,Adult,Employed,195690,High income,18-01-21,
SC_1042,C_1042,B_12,E_141,55,Middle Aged,Self-employed,94869,Middle class,18-01-21,
SC_1043,C_1043,B_6,E_076,12,Youth,Student,26746,Low income,18-01-21,
SC_1044,C_1044,B_6,E_054,10,Youth,Student,25700,Low income,19-01-21,
SC_1045,C_1045,B_15,E_001,30,Middle Aged,Employed,81010,Middle class,19-01-21,
SC_1046,C_1046,B_7,E_058,37,Middle Aged,Employed,54260,Middle class,19-01-21,
SC_1047,C_1047,B_1,E_133,21,Adult,Employed,171995,High income,20-01-21,
SC_1048,C_1048,B_11,E_004,15,Youth,Student,24566,Low income,20-01-21,
SC_1049,C_1049,B_11,E_099,14,Youth,Student,35855,Low income,20-01-21,
SC_1050,C_1050,B_8,E_053,16,Youth,Student,56838,Middle class,20-01-21,
SC_1051,C_1051,B_2,E_049,10,Youth,Student,62990,Middle class,21-01-21,
SC_1052,C_1052,B_7,E_048,31,Middle Aged,Retired,84119,Middle class,21-01-21,
SC_1053,C_1053,B_11,E_004,27,Adult,Unemployed,47343,Middle class,22-01-21,
SC_1054,C_1054,B_2,E_098,13,Youth,Student,103614,Middle class,22-01-21,
SC_1055,C_1055,B_14,E_119,27,Adult,Unemployed,303092,Highest tax brackets,22-01-21,
SC_1056,C_1056,B_12,E_057,16,Youth,Student,124520,Middle class,22-01-21,
SC_1057,C_1057,B_6,E_054,46,Middle Aged,Employed,220857,Highest tax brackets,23-01-21,
SC_1058,C_1058,B_6,E_021,32,Middle Aged,Employed,247481,Highest tax brackets,23-01-21,
SC_1059,C_1059,B_2,E_117,53,Middle Aged,Retired,283281,Highest tax brackets,23-01-21,
SC_1060,C_1060,B_6,E_033,48,Middle Aged,Unemployed,25610,Low income,23-01-21,
SC_1061,C_1061,B_10,E_013,51,Middle Aged,Unemployed,13769,Below or near poverty level,23-01-21,
SC_1062,C_1062,B_12,E_073,25,Adult,Employed,283969,Highest tax brackets,24-01-21,
SC_1063,C_1063,B_8,E_051,32,Middle Aged,Self-employed,185522,High income,25-01-21,
SC_1064,C_1064,B_13,E_029,17,Youth,Student,173309,High income,25-01-21,
SC_1065,C_1065,B_9,E_118,21,Adult,Unemployed,144005,Upper middle class,26-01-21,
SC_1066,C_1066,B_9,E_148,22,Adult,Employed,205949,Highest tax brackets,26-01-21,
SC_1067,C_1067,B_15,E_037,45,Middle Aged,Employed,158948,High income,26-01-21,
SC_1068,C_1068,B_11,E_120,25,Adult,Student,24035,Low income,27-01-21,
SC_1069,C_1069,B_6,E_021,47,Middle Aged,Unemployed,243929,Highest tax brackets,27-01-21,
SC_1070,C_1070,B_6,E_137,18,Adult,Student,20170,Low income,28-01-21,
SC_1071,C_1071,B_2,E_098,17,Youth,Student,20840,Low income,28-01-21,
SC_1072,C_1072,B_12,E_025,21,Adult,Unemployed,120599,Middle class,28-01-21,
SC_1073,C_1073,B_13,E_029,26,Adult,Employed,231826,Highest tax brackets,28-01-21,
SC_1074,C_1074,B_15,E_113,24,Adult,Employed,499971,Highest tax brackets,29-01-21,
SC_1075,C_1075,B_12,E_057,48,Middle Aged,Self-employed,227972,Highest tax brackets,29-01-21,
SC_1076,C_1076,B_12,E_057,15,Youth,Student,29968,Low income,29-01-21,
SC_1077,C_1077,B_2,E_098,26,Adult,Employed,231822,Highest tax brackets,29-01-21,
SC_1078,C_1078,B_11,E_062,40,Middle Aged,Employed,185459,High income,30-01-21,
SC_1079,C_1079,B_1,E_133,15,Youth,Student,90582,Middle class,31-01-21,
SC_1080,C_1080,B_6,E_047,37,Middle Aged,Employed,184615,High income,31-01-21,
SC_1081,C_1081,B_7,E_022,9,Youth,Student,173858,High income,31-01-21,
SC_1082,C_1082,B_15,E_114,26,Adult,Student,132326,Middle class,31-01-21,
SC_1083,C_1083,B_15,E_088,28,Adult,Employed,315037,Highest tax brackets,31-01-21,
SC_1084,C_1084,B_15,E_035,40,Middle Aged,Employed,175122,High income,01-02-21,
SC_1085,C_1085,B_1,E_100,12,Youth,Student,23957,Low income,01-02-21,
SC_1086,C_1086,B_14,E_095,21,Adult,Student,96975,Middle class,02-02-21,
SC_1087,C_1087,B_13,E_026,15,Youth,Student,61885,Middle class,02-02-21,
SC_1088,C_1088,B_10,E_013,41,Middle Aged,Self-employed,185870,High income,02-02-21,
SC_1089,C_1089,B_8,E_106,43,Middle Aged,Self-employed,142282,Upper middle class,02-02-21,
SC_1090,C_1090,B_11,E_120,54,Middle Aged,Self-employed,334744,Highest tax brackets,03-02-21,
SC_1091,C_1091,B_6,E_021,44,Middle Aged,Employed,201600,Highest tax brackets,03-02-21,
SC_1092,C_1092,B_2,E_049,67,Senior,Self-employed,34378,Low income,03-02-21,
SC_1093,C_1093,B_6,E_140,24,Adult,Student,180271,High income,03-02-21,
SC_1094,C_1094,B_12,E_010,9,Youth,Student,123833,Middle class,03-02-21,
SC_1095,C_1095,B_4,E_127,49,Middle Aged,Unemployed,213304,Highest tax brackets,04-02-21,
SC_1096,C_1096,B_8,E_078,32,Middle Aged,Employed,296538,Highest tax brackets,04-02-21,
SC_1097,C_1097,B_9,E_112,43,Middle Aged,Employed,391937,Highest tax brackets,05-02-21,
SC_1098,C_1098,B_14,E_095,48,Middle Aged,Employed,175339,High income,05-02-21,
SC_1099,C_1099,B_13,E_081,46,Middle Aged,Employed,60726,Middle class,06-02-21,
SC_1100,C_1100,B_12,E_009,17,Youth,Employed,191103,High income,06-02-21,
SC_1101,C_1101,B_7,E_067,12,Youth,Student,32174,Low income,07-02-21,
SC_1102,C_1102,B_3,E_134,49,Middle Aged,Unemployed,176219,High income,07-02-21,
SC_1103,C_1103,B_4,E_085,44,Middle Aged,Employed,294434,Highest tax brackets,07-02-21,
SC_1104,C_1104,B_15,E_114,19,Adult,Employed,310885,Highest tax brackets,07-02-21,
SC_1105,C_1105,B_5,E_031,91,Senior,Retired,171133,High income,08-02-21,
SC_1106,C_1106,B_3,E_017,25,Adult,Student,162951,High income,08-02-21,
SC_1107,C_1107,B_13,E_149,45,Middle Aged,Employed,223934,Highest tax brackets,09-02-21,
SC_1108,C_1108,B_11,E_059,81,Senior,Retired,23940,Low income,09-02-21,
SC_1109,C_1109,B_8,E_046,42,Middle Aged,Employed,88073,Middle class,09-02-21,
SC_1110,C_1110,B_10,E_109,51,Middle Aged,Unemployed,57371,Middle class,09-02-21,
SC_1111,C_1111,B_8,E_128,25,Adult,Unemployed,73684,Middle class,10-02-21,
SC_1112,C_1112,B_4,E_055,73,Senior,Retired,107164,Middle class,10-02-21,
SC_1113,C_1113,B_5,E_024,25,Adult,Unemployed,120126,Middle class,10-02-21,
SC_1114,C_1114,B_12,E_057,36,Middle Aged,Self-employed,54611,Middle class,11-02-21,
SC_1115,C_1115,B_8,E_093,30,Middle Aged,Employed,131117,Middle class,11-02-21,
SC_1116,C_1116,B_13,E_026,50,Middle Aged,Employed,101676,Middle class,12-02-21,
SC_1117,C_1117,B_11,E_126,19,Adult,Unemployed,403965,Highest tax brackets,12-02-21,
SC_1118,C_1118,B_3,E_017,31,Middle Aged,Unemployed,177083,High income,13-02-21,
SC_1119,C_1119,B_11,E_059,46,Middle Aged,Self-employed,173987,High income,13-02-21,
SC_1120,C_1120,B_7,E_146,52,Middle Aged,Self-employed,352080,Highest tax brackets,14-02-21,
SC_1121,C_1121,B_14,E_030,12,Youth,Student,102400,Middle class,14-02-21,
SC_1122,C_1122,B_4,E_039,52,Middle Aged,Self-employed,378426,Highest tax brackets,15-02-21,
SC_1123,C_1123,B_6,E_054,29,Adult,Employed,210857,Highest tax brackets,15-02-21,
SC_1124,C_1124,B_9,E_086,41,Middle Aged,Self-employed,165775,High income,15-02-21,
SC_1125,C_1125,B_10,E_089,53,Middle Aged,Unemployed,295896,Highest tax brackets,16-02-21,
SC_1126,C_1126,B_9,E_112,57,Middle Aged,Self-employed,238944,Highest tax brackets,16-02-21,
SC_1127,C_1127,B_6,E_033,25,Adult,Employed,149640,Upper middle class,17-02-21,
SC_1128,C_1128,B_4,E_055,53,Middle Aged,Unemployed,106175,Middle class,17-02-21,
SC_1129,C_1129,B_1,E_020,37,Middle Aged,Unemployed,191320,High income,17-02-21,
SC_1130,C_1130,B_4,E_094,32,Middle Aged,Employed,134771,Middle class,18-02-21,
SC_1131,C_1131,B_4,E_039,13,Youth,Student,29553,Low income,18-02-21,
SC_1132,C_1132,B_7,E_058,93,Senior,Self-employed,120277,Middle class,18-02-21,
SC_1133,C_1133,B_14,E_030,39,Middle Aged,Employed,82393,Middle class,18-02-21,
SC_1134,C_1134,B_8,E_135,14,Youth,Student,146121,Upper middle class,18-02-21,
SC_1135,C_1135,B_1,E_115,19,Adult,Employed,162544,High income,19-02-21,
SC_1136,C_1136,B_8,E_051,10,Youth,Student,21617,Low income,19-02-21,
SC_1137,C_1137,B_7,E_067,59,Middle Aged,Employed,248694,Highest tax brackets,20-02-21,
SC_1138,C_1138,B_12,E_036,25,Adult,Employed,219140,Highest tax brackets,20-02-21,
SC_1139,C_1139,B_1,E_060,8,Youth,Student,36040,Low income,20-02-21,
SC_1140,C_1140,B_8,E_053,27,Adult,Unemployed,319962,Highest tax brackets,21-02-21,
SC_1141,C_1141,B_4,E_085,15,Youth,Student,115284,Middle class,21-02-21,
SC_1142,C_1142,B_9,E_086,40,Middle Aged,Self-employed,29702,Low income,22-02-21,
SC_1143,C_1143,B_10,E_132,15,Youth,Student,107085,Middle class,22-02-21,
SC_1144,C_1144,B_3,E_075,18,Adult,Unemployed,204361,Highest tax brackets,22-02-21,
SC_1145,C_1145,B_6,E_054,15,Youth,Student,21831,Low income,23-02-21,
SC_1146,C_1146,B_14,E_030,21,Adult,Student,182332,High income,23-02-21,
SC_1147,C_1147,B_10,E_013,40,Middle Aged,Employed,127876,Middle class,23-02-21,
SC_1148,C_1148,B_8,E_106,9,Youth,Student,31670,Low income,23-02-21,
SC_1149,C_1149,B_4,E_039,27,Adult,Employed,292549,Highest tax brackets,24-02-21,
SC_1150,C_1150,B_8,E_046,56,Middle Aged,Employed,203178,Highest tax brackets,24-02-21,
SC_1151,C_1151,B_7,E_056,16,Youth,Student,180099,High income,25-02-21,
SC_1152,C_1152,B_2,E_005,41,Middle Aged,Self-employed,154541,High income,25-02-21,
SC_1153,C_1153,B_9,E_087,24,Adult,Student,95465,Middle class,25-02-21,
SC_1154,C_1154,B_12,E_016,46,Middle Aged,Self-employed,171839,High income,26-02-21,
SC_1155,C_1155,B_3,E_074,62,Senior,Retired,115562,Middle class,27-02-21,
SC_1156,C_1156,B_5,E_107,58,Middle Aged,Self-employed,42478,Low income,27-02-21,
SC_1157,C_1157,B_9,E_038,57,Middle Aged,Employed,117054,Middle class,27-02-21,
SC_1158,C_1158,B_7,E_067,36,Middle Aged,Employed,124137,Middle class,27-02-21,
SC_1159,C_1159,B_1,E_100,11,Youth,Student,107503,Middle class,28-02-21,
SC_1160,C_1160,B_15,E_092,57,Middle Aged,Employed,70261,Middle class,01-03-21,
SC_1161,C_1161,B_9,E_087,11,Youth,Student,36703,Low income,01-03-21,
SC_1162,C_1162,B_14,E_095,69,Senior,Retired,258339,Highest tax brackets,02-03-21,
SC_1163,C_1163,B_9,E_118,70,Senior,Retired,269509,Highest tax brackets,02-03-21,
SC_1164,C_1164,B_3,E_063,35,Middle Aged,Employed,301302,Highest tax brackets,02-03-21,
SC_1165,C_1165,B_4,E_127,29,Adult,Unemployed,369367,Highest tax brackets,02-03-21,
SC_1166,C_1166,B_15,E_091,8,Youth,Student,22458,Low income,02-03-21,
SC_1167,C_1167,B_2,E_049,12,Youth,Student,34359,Low income,02-03-21,
SC_1168,C_1168,B_6,E_054,37,Middle Aged,Employed,53540,Middle class,06-03-21,
SC_1169,C_1169,B_5,E_061,16,Youth,Student,153536,High income,06-03-21,
SC_1170,C_1170,B_10,E_109,14,Youth,Student,91262,Middle class,08-03-21,
SC_1171,C_1171,B_15,E_064,27,Adult,Employed,238574,Highest tax brackets,09-03-21,
SC_1172,C_1172,B_1,E_060,33,Middle Aged,Self-employed,247558,Highest tax brackets,10-03-21,
SC_1173,C_1173,B_4,E_055,26,Adult,Unemployed,188278,High income,10-03-21,
SC_1174,C_1174,B_14,E_142,43,Middle Aged,Employed,194995,High income,10-03-21,
SC_1175,C_1175,B_5,E_014,12,Youth,Student,168782,High income,11-03-21,
SC_1176,C_1176,B_6,E_065,10,Youth,Student,28722,Low income,11-03-21,
SC_1177,C_1177,B_3,E_144,40,Middle Aged,Employed,202153,Highest tax brackets,11-03-21,
SC_1178,C_1178,B_9,E_112,14,Youth,Student,23058,Low income,12-03-21,
SC_1179,C_1179,B_15,E_070,34,Middle Aged,Employed,115358,Middle class,12-03-21,
SC_1180,C_1180,B_1,E_133,67,Senior,Retired,78283,Middle class,13-03-21,
SC_1181,C_1181,B_11,E_007,60,Senior,Retired,168854,High income,13-03-21,
SC_1182,C_1182,B_1,E_020,11,Youth,Student,22201,Low income,14-03-21,
SC_1183,C_1183,B_12,E_150,47,Middle Aged,Self-employed,157749,High income,14-03-21,
SC_1184,C_1184,B_14,E_102,54,Middle Aged,Employed,203814,Highest tax brackets,14-03-21,
SC_1185,C_1185,B_8,E_053,12,Youth,Student,74660,Middle class,14-03-21,
SC_1186,C_1186,B_6,E_054,42,Middle Aged,Employed,292603,Highest tax brackets,15-03-21,
SC_1187,C_1187,B_14,E_069,24,Adult,Employed,172364,High income,15-03-21,
SC_1188,C_1188,B_11,E_120,15,Youth,Student,30561,Low income,15-03-21,
SC_1189,C_1189,B_12,E_036,21,Adult,Student,157990,High income,15-03-21,
SC_1190,C_1190,B_15,E_091,36,Middle Aged,Employed,120243,Middle class,16-03-21,
SC_1191,C_1191,B_8,E_078,17,Youth,Student,29699,Low income,17-03-21,
SC_1192,C_1192,B_12,E_073,49,Middle Aged,Self-employed,174845,High income,17-03-21,
SC_1193,C_1193,B_4,E_085,13,Youth,Student,180475,High income,17-03-21,
SC_1194,C_1194,B_12,E_141,40,Middle Aged,Self-employed,152652,High income,17-03-21,
SC_1195,C_1195,B_9,E_112,50,Middle Aged,Employed,172941,High income,18-03-21,
SC_1196,C_1196,B_12,E_136,28,Adult,Employed,450770,Highest tax brackets,19-03-21,
SC_1197,C_1197,B_2,E_143,12,Youth,Student,166003,High income,19-03-21,
SC_1198,C_1198,B_9,E_082,24,Adult,Student,20493,Low income,19-03-21,
SC_1199,C_1199,B_10,E_109,10,Youth,Student,60949,Middle class,20-03-21,
SC_1200,C_1200,B_3,E_063,88,Senior,Retired,181132,High income,21-03-21,
SC_1201,C_1201,B_15,E_019,25,Adult,Student,40898,Low income,22-03-21,
SC_1202,C_1202,B_4,E_039,15,Youth,Student,169515,High income,22-03-21,
SC_1203,C_1203,B_9,E_086,45,Middle Aged,Employed,250087,Highest tax brackets,22-03-21,
SC_1204,C_1204,B_1,E_003,32,Middle Aged,Employed,208613,Highest tax brackets,22-03-21,
